run_id,kind,weight_type,targeting,rng_seed,n,edges,seed_frac,seed_count,theta_mean,theta_sd,max_steps,final_adoption,steps_to_converge,xi_d_1,xi_a_1.5
107,random,uniform,degree,108005,100,308,0.03,3,0.45,0.1,50,0.03,0,0.67,0.8108938019925925
108,random,uniform,degree,109014,100,291,0.03,3,0.45,0.1,50,0.03,0,0.7,0.8227003952994378
109,random,uniform,degree,110023,100,288,0.03,3,0.45,0.1,50,0.04,1,0.68,0.8082666263730265
110,random,uniform,degree,111032,100,300,0.03,3,0.45,0.1,50,0.06,1,0.62,0.7310622537841814
111,random,uniform,degree,112041,100,301,0.03,3,0.45,0.1,50,0.04,1,0.69,0.7951265215841484
112,random,uniform,degree,113050,100,337,0.03,3,0.45,0.1,50,0.03,0,0.68,0.8109938075935972
113,random,uniform,degree,114059,100,335,0.03,3,0.45,0.1,50,0.03,0,0.65,0.8012804810797403
114,random,uniform,degree,115068,100,325,0.03,3,0.45,0.1,50,0.05,2,0.62,0.733526855578745
115,random,uniform,degree,116077,100,325,0.03,3,0.45,0.1,50,0.03,0,0.65,0.8037596056476939
116,random,uniform,degree,117086,100,309,0.03,3,0.45,0.1,50,0.05,1,0.65,0.7611453073989426
117,random,uniform,degree,118095,100,317,0.03,3,0.45,0.1,50,0.06,1,0.59,0.7241802851548137
118,random,uniform,degree,119104,100,317,0.03,3,0.45,0.1,50,0.04,1,0.63,0.7783566900606301
119,random,uniform,degree,120113,100,314,0.03,3,0.45,0.1,50,0.04,1,0.67,0.7912560153169023
120,random,uniform,degree,121122,100,286,0.03,3,0.45,0.1,50,0.07,1,0.59,0.7038444634249782
141,random,uniform,degree,142311,100,305,0.03,3,0.45,0.1,50,0.05,1,0.64,0.776363385471931
142,random,uniform,degree,143320,100,283,0.03,3,0.45,0.1,50,0.04,1,0.67,0.802851593348633
143,random,uniform,degree,144329,100,313,0.03,3,0.45,0.1,50,0.06,1,0.66,0.7440795772346216
144,random,uniform,degree,145338,100,331,0.03,3,0.45,0.1,50,0.03,0,0.64,0.7987593240962871
145,random,uniform,degree,146347,100,301,0.03,3,0.45,0.1,50,0.03,0,0.67,0.819634017339512
146,random,uniform,degree,147356,100,294,0.03,3,0.45,0.1,50,0.04,1,0.65,0.790114929840079
147,random,uniform,degree,148365,100,296,0.03,3,0.45,0.1,50,0.03,0,0.66,0.8189609229755901
148,random,uniform,degree,149374,100,331,0.03,3,0.45,0.1,50,0.03,0,0.66,0.812354622422161
149,random,uniform,degree,150383,100,299,0.03,3,0.45,0.1,50,0.05,1,0.64,0.7549919627698907
150,random,uniform,degree,151392,100,319,0.03,3,0.45,0.1,50,0.04,1,0.64,0.7841889677058014
151,random,uniform,degree,152401,100,261,0.03,3,0.45,0.1,50,0.11,4,0.63,0.6456931182248016
152,random,uniform,degree,153410,100,309,0.03,3,0.45,0.1,50,0.05,2,0.66,0.7672904344450485
153,random,uniform,degree,154419,100,289,0.03,3,0.45,0.1,50,0.04,1,0.67,0.7919396522822645
154,random,uniform,degree,155428,100,273,0.03,3,0.45,0.1,50,0.05,1,0.67,0.779571545913188
155,random,uniform,degree,156437,100,299,0.03,3,0.45,0.1,50,0.05,1,0.67,0.7700034529937986
156,random,uniform,degree,157446,100,283,0.03,3,0.45,0.1,50,0.06,1,0.65,0.7452045665893293
157,random,uniform,degree,158455,100,329,0.03,3,0.45,0.1,50,0.04,1,0.69,0.7936178090988473
158,random,uniform,degree,159464,100,320,0.03,3,0.45,0.1,50,0.03,0,0.62,0.801667261798036
159,random,uniform,degree,160473,100,312,0.03,3,0.45,0.1,50,0.04,1,0.61,0.7628571844545334
160,random,uniform,degree,161482,100,329,0.03,3,0.45,0.1,50,0.03,0,0.66,0.8105074827459608
181,random,uniform,degree,182671,100,287,0.03,3,0.45,0.1,50,0.07,3,0.55,0.675495250174909
182,random,uniform,degree,183680,100,292,0.03,3,0.45,0.1,50,0.04,1,0.67,0.7946198139638058
183,random,uniform,degree,184689,100,286,0.03,3,0.45,0.1,50,0.06,1,0.65,0.7530812988136085
184,random,uniform,degree,185698,100,307,0.03,3,0.45,0.1,50,0.08,2,0.6,0.6781965641296402
185,random,uniform,degree,186707,100,257,0.03,3,0.45,0.1,50,0.06,1,0.66,0.7499578255375328
186,random,uniform,degree,187716,100,300,0.03,3,0.45,0.1,50,0.04,1,0.66,0.8026982451394663
187,random,uniform,degree,188725,100,303,0.03,3,0.45,0.1,50,0.04,1,0.64,0.7836177074676988
188,random,uniform,degree,189734,100,288,0.03,3,0.45,0.1,50,0.06,1,0.67,0.7331824654202836
189,random,uniform,degree,190743,100,290,0.03,3,0.45,0.1,50,0.04,1,0.71,0.8076879840894337
190,random,uniform,degree,191752,100,271,0.03,3,0.45,0.1,50,0.08,2,0.61,0.6923545115852384
191,random,uniform,degree,192761,100,289,0.03,3,0.45,0.1,50,0.04,1,0.65,0.7803290040399951
192,random,uniform,degree,193770,100,317,0.03,3,0.45,0.1,50,0.04,1,0.65,0.7881480664131431
193,random,uniform,degree,194779,100,299,0.03,3,0.45,0.1,50,0.04,1,0.68,0.8034246821115498
194,random,uniform,degree,195788,100,308,0.03,3,0.45,0.1,50,0.04,1,0.66,0.777980451943774
195,random,uniform,degree,196797,100,277,0.03,3,0.45,0.1,50,0.04,1,0.67,0.798621712677869
196,random,uniform,degree,197806,100,336,0.03,3,0.45,0.1,50,0.05,1,0.62,0.7325532829401427
197,random,uniform,degree,198815,100,301,0.03,3,0.45,0.1,50,0.06,2,0.63,0.7308152210859091
198,random,uniform,degree,199824,100,296,0.03,3,0.45,0.1,50,0.04,1,0.65,0.7887714401965189
199,random,uniform,degree,200833,100,308,0.03,3,0.45,0.1,50,0.03,0,0.63,0.8090745301028357
200,random,uniform,degree,201842,100,268,0.03,3,0.45,0.1,50,0.07,1,0.64,0.7228294229217747
21,random,uniform,degree,21231,100,327,0.03,3,0.45,0.1,50,0.05,2,0.66,0.752671278460114
22,random,uniform,degree,22240,100,331,0.03,3,0.45,0.1,50,0.04,1,0.67,0.7888216222487304
23,random,uniform,degree,23249,100,278,0.03,3,0.45,0.1,50,0.05,1,0.65,0.7862771874446461
24,random,uniform,degree,24258,100,326,0.03,3,0.45,0.1,50,0.05,1,0.64,0.7594168655619012
25,random,uniform,degree,25267,100,297,0.03,3,0.45,0.1,50,0.06,3,0.57,0.7235915617414465
26,random,uniform,degree,26276,100,327,0.03,3,0.45,0.1,50,0.06,1,0.61,0.725811778978553
27,random,uniform,degree,27285,100,324,0.03,3,0.45,0.1,50,0.03,0,0.67,0.8185431139149005
28,random,uniform,degree,28294,100,319,0.03,3,0.45,0.1,50,0.04,1,0.68,0.785036956953435
29,random,uniform,degree,29303,100,289,0.03,3,0.45,0.1,50,0.05,1,0.66,0.7727650282212559
30,random,uniform,degree,30312,100,283,0.03,3,0.45,0.1,50,0.06,1,0.64,0.7512617686034975
31,random,uniform,degree,31321,100,316,0.03,3,0.45,0.1,50,0.04,1,0.63,0.7765972198811949
32,random,uniform,degree,32330,100,307,0.03,3,0.45,0.1,50,0.03,0,0.68,0.8114947585419532
33,random,uniform,degree,33339,100,293,0.03,3,0.45,0.1,50,0.05,1,0.65,0.7668861905514873
