run_id,kind,weight_type,rng_seed,n,edges,seed_frac,seed_count,theta_mean,theta_sd,max_steps,final_adoption,steps_to_converge,xi_1,xi_2,xi_3,xi_inf
5906,small_world,degree,5959196,100,300,0.03,3,0.45,0.1,50,0.04,1,0.6899999999999998,0.37500000000000006,0.09000000000000001,0.0
5907,small_world,degree,5960205,100,300,0.03,3,0.45,0.1,50,0.04,1,0.82,0.585,0.34,0.0
5908,small_world,degree,5961214,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.385,0.115,0.0
5909,small_world,degree,5962223,100,300,0.03,3,0.45,0.1,50,0.03,0,0.61,0.14,0.009999999999999997,0.0
5910,small_world,degree,5963232,100,300,0.03,3,0.45,0.1,50,0.07,4,0.7850000000000001,0.5050000000000003,0.21000000000000005,0.0
5911,small_world,degree,5964241,100,300,0.03,3,0.45,0.1,50,0.03,0,0.725,0.385,0.13,0.0
5912,small_world,degree,5965250,100,300,0.03,3,0.45,0.1,50,0.03,0,0.765,0.4049999999999999,0.075,0.0
5913,small_world,degree,5966259,100,300,0.03,3,0.45,0.1,50,0.03,0,0.715,0.375,0.055,0.0
5914,small_world,degree,5967268,100,300,0.03,3,0.45,0.1,50,0.03,0,0.77,0.4033333333333332,0.12666666666666662,0.0
5915,small_world,degree,5968277,100,300,0.03,3,0.45,0.1,50,0.03,0,0.725,0.305,0.065,0.0
5916,small_world,degree,5969286,100,300,0.03,3,0.45,0.1,50,0.03,0,0.745,0.46,0.235,0.0
5917,small_world,degree,5970295,100,300,0.03,3,0.45,0.1,50,0.03,0,0.745,0.3950000000000001,0.145,0.0
5918,small_world,degree,5971304,100,300,0.03,3,0.45,0.1,50,0.04,1,0.71,0.325,0.03499999999999999,0.0
5919,small_world,degree,5972313,100,300,0.03,3,0.45,0.1,50,0.03,0,0.72,0.46499999999999997,0.25000000000000006,0.0
5920,small_world,degree,5973322,100,300,0.03,3,0.45,0.1,50,0.04,1,0.6833333333333337,0.2733333333333334,0.03666666666666668,0.0
5921,small_world,degree,5974331,100,300,0.03,3,0.45,0.1,50,0.03,0,0.72,0.34,0.09999999999999998,0.0
5922,small_world,degree,5975340,100,300,0.03,3,0.45,0.1,50,0.07,3,0.73,0.43,0.075,0.0
5923,small_world,degree,5976349,100,300,0.03,3,0.45,0.1,50,0.03,0,0.745,0.4549999999999999,0.17999999999999997,0.0
5924,small_world,degree,5977358,100,300,0.03,3,0.45,0.1,50,0.03,0,0.7133333333333335,0.4466666666666668,0.13333333333333325,0.0
5925,small_world,degree,5978367,100,300,0.03,3,0.45,0.1,50,0.07,2,0.7500000000000001,0.4500000000000003,0.18000000000000008,0.0
5926,small_world,degree,5979376,100,300,0.03,3,0.45,0.1,50,0.04,1,0.765,0.495,0.23,0.0
5927,small_world,degree,5980385,100,300,0.03,3,0.45,0.1,50,0.03,0,0.665,0.3,0.019999999999999997,0.0
5928,small_world,degree,5981394,100,300,0.03,3,0.45,0.1,50,0.03,0,0.725,0.42499999999999993,0.08999999999999998,0.0
5929,small_world,degree,5982403,100,300,0.03,3,0.45,0.1,50,0.03,0,0.745,0.415,0.125,0.0
5930,small_world,degree,5983412,100,300,0.03,3,0.45,0.1,50,0.03,0,0.7366666666666668,0.40666666666666673,0.09666666666666669,0.0
5931,small_world,degree,5984421,100,300,0.03,3,0.45,0.1,50,0.03,0,0.675,0.245,0.0,0.0
5932,small_world,degree,5985430,100,300,0.03,3,0.45,0.1,50,0.04,1,0.69,0.295,0.085,0.0
5933,small_world,degree,5986439,100,300,0.03,3,0.45,0.1,50,0.03,0,0.705,0.3,0.04,0.0
5934,small_world,degree,5987448,100,300,0.03,3,0.45,0.1,50,0.03,0,0.755,0.35,0.03,0.0
5935,small_world,degree,5988457,100,300,0.03,3,0.45,0.1,50,0.03,0,0.76,0.485,0.23499999999999996,0.0
5936,small_world,degree,5989466,100,300,0.03,3,0.45,0.1,50,0.04,1,0.795,0.51,0.08999999999999998,0.0
5937,small_world,degree,5990475,100,300,0.03,3,0.45,0.1,50,0.04,1,0.77,0.48,0.125,0.0
5938,small_world,degree,5991484,100,300,0.03,3,0.45,0.1,50,0.03,0,0.7199999999999999,0.395,0.12,0.0
5939,small_world,degree,5992493,100,300,0.03,3,0.45,0.1,50,0.03,0,0.735,0.43,0.165,0.0
5940,small_world,degree,5993502,100,300,0.03,3,0.45,0.1,50,0.03,0,0.77,0.4649999999999999,0.25,0.0
5941,small_world,degree,5994511,100,300,0.03,3,0.45,0.1,50,0.03,0,0.7466666666666668,0.4933333333333337,0.13999999999999999,0.0
5942,small_world,degree,5995520,100,300,0.03,3,0.45,0.1,50,0.03,0,0.725,0.345,0.065,0.0
5943,small_world,degree,5996529,100,300,0.03,3,0.45,0.1,50,0.03,0,0.715,0.36,0.07,0.0
5944,small_world,degree,5997538,100,300,0.03,3,0.45,0.1,50,0.03,0,0.6849999999999997,0.3450000000000004,0.06500000000000007,0.0
5945,small_world,degree,5998547,100,300,0.03,3,0.45,0.1,50,0.03,0,0.66,0.21999999999999997,0.009999999999999997,0.0
5946,small_world,degree,5999556,100,300,0.03,3,0.45,0.1,50,0.03,0,0.76,0.385,0.105,0.0
5947,small_world,degree,6000565,100,300,0.03,3,0.45,0.1,50,0.09,4,0.77,0.47,0.19,0.0
5948,small_world,degree,6001574,100,300,0.03,3,0.45,0.1,50,0.03,0,0.7099999999999996,0.1500000000000001,0.0,0.0
5949,small_world,degree,6002583,100,300,0.03,3,0.45,0.1,50,0.03,0,0.7249999999999999,0.31500000000000017,0.07500000000000004,0.0
5950,small_world,degree,6003592,100,300,0.03,3,0.45,0.1,50,0.03,0,0.71,0.275,0.019999999999999997,0.0
5951,small_world,degree,6004601,100,300,0.03,3,0.45,0.1,50,0.03,0,0.765,0.375,0.075,0.0
5952,small_world,degree,6005610,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.375,0.09499999999999999,0.0
5953,small_world,degree,6006619,100,300,0.03,3,0.45,0.1,50,0.08,4,0.7999999999999999,0.63,0.35,0.0
5954,small_world,degree,6007628,100,300,0.03,3,0.45,0.1,50,0.03,0,0.735,0.41,0.09,0.0
5955,small_world,degree,6008637,100,300,0.03,3,0.45,0.1,50,0.03,0,0.7600000000000003,0.40000000000000047,0.05000000000000003,0.0
5956,small_world,degree,6009646,100,300,0.03,3,0.45,0.1,50,0.03,0,0.72,0.365,0.07,0.0
5957,small_world,degree,6010655,100,300,0.03,3,0.45,0.1,50,0.03,0,0.765,0.42,0.06,0.0
5958,small_world,degree,6011664,100,300,0.03,3,0.45,0.1,50,0.03,0,0.71,0.3750000000000001,0.10500000000000007,0.0
5959,small_world,degree,6012673,100,300,0.03,3,0.45,0.1,50,0.04,1,0.73,0.38,0.029999999999999992,0.0
5960,small_world,degree,6013682,100,300,0.03,3,0.45,0.1,50,0.04,1,0.745,0.385,0.07,0.0
5961,small_world,degree,6014691,100,300,0.03,3,0.45,0.1,50,0.1,4,0.72,0.33,0.06999999999999999,0.0
5962,small_world,degree,6015700,100,300,0.03,3,0.45,0.1,50,0.03,0,0.7449999999999999,0.395,0.075,0.0
5963,small_world,degree,6016709,100,300,0.03,3,0.45,0.1,50,0.09,3,0.7399999999999999,0.3450000000000003,0.05000000000000003,0.0
5964,small_world,degree,6017718,100,300,0.03,3,0.45,0.1,50,0.03,0,0.695,0.36499999999999994,0.08,0.0
5965,small_world,degree,6018727,100,300,0.03,3,0.45,0.1,50,0.03,0,0.6550000000000007,0.17000000000000012,0.040000000000000036,0.0
5966,small_world,degree,6019736,100,300,0.03,3,0.45,0.1,50,0.03,0,0.62,0.32,0.03999999999999999,0.0
5967,small_world,degree,6020745,100,300,0.03,3,0.45,0.1,50,0.04,1,0.72,0.37,0.11999999999999998,0.0
5968,small_world,degree,6021754,100,300,0.03,3,0.45,0.1,50,0.06,2,0.74,0.3700000000000001,0.060000000000000005,0.0
5969,small_world,degree,6022763,100,300,0.03,3,0.45,0.1,50,0.03,0,0.69,0.335,0.025,0.0
5970,small_world,degree,6023772,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.39,0.145,0.0
5971,small_world,degree,6024781,100,300,0.03,3,0.45,0.1,50,0.03,0,0.7200000000000001,0.2899999999999998,0.10333333333333329,0.0
5972,small_world,degree,6025790,100,300,0.03,3,0.45,0.1,50,0.03,0,0.7,0.38,0.07,0.0
5973,small_world,degree,6026799,100,300,0.03,3,0.45,0.1,50,0.03,0,0.6800000000000002,0.2,0.015000000000000003,0.0
5974,small_world,degree,6027808,100,300,0.03,3,0.45,0.1,50,0.08,4,0.775,0.4400000000000004,0.13500000000000004,0.0
5975,small_world,degree,6028817,100,300,0.03,3,0.45,0.1,50,0.03,0,0.775,0.465,0.155,0.0
5976,small_world,degree,6029826,100,300,0.03,3,0.45,0.1,50,0.03,0,0.705,0.39,0.04499999999999999,0.0
5977,small_world,degree,6030835,100,300,0.03,3,0.45,0.1,50,0.03,0,0.6900000000000002,0.3100000000000002,0.0,0.0
5978,small_world,degree,6031844,100,300,0.03,3,0.45,0.1,50,0.03,0,0.71,0.38,0.16,0.0
5979,small_world,degree,6032853,100,300,0.03,3,0.45,0.1,50,0.03,0,0.7450000000000001,0.41000000000000003,0.07500000000000001,0.0
5980,small_world,degree,6033862,100,300,0.03,3,0.45,0.1,50,0.08,4,0.745,0.5,0.26,0.0
5981,small_world,degree,6034871,100,300,0.03,3,0.45,0.1,50,0.16,10,0.6699999999999998,0.19999999999999993,0.009999999999999993,0.0
5982,small_world,degree,6035880,100,300,0.03,3,0.45,0.1,50,0.03,0,0.685,0.285,0.045,0.0
5983,small_world,degree,6036889,100,300,0.03,3,0.45,0.1,50,0.03,0,0.69,0.27,0.005000000000000001,0.0
5984,small_world,degree,6037898,100,300,0.03,3,0.45,0.1,50,0.14,5,0.725,0.38,0.125,0.0
5985,small_world,degree,6038907,100,300,0.03,3,0.45,0.1,50,0.03,0,0.7350000000000001,0.37500000000000006,0.14500000000000002,0.0
5986,small_world,degree,6039916,100,300,0.03,3,0.45,0.1,50,0.04,1,0.7200000000000001,0.47000000000000014,0.20000000000000004,0.0
5987,small_world,degree,6040925,100,300,0.03,3,0.45,0.1,50,0.03,0,0.7050000000000002,0.34500000000000025,0.05000000000000002,0.0
5988,small_world,degree,6041934,100,300,0.03,3,0.45,0.1,50,0.06,2,0.71,0.455,0.195,0.0
5989,small_world,degree,6042943,100,300,0.03,3,0.45,0.1,50,0.07,4,0.8049999999999999,0.6450000000000002,0.4200000000000005,0.0
5990,small_world,degree,6043952,100,300,0.03,3,0.45,0.1,50,0.03,0,0.6999999999999998,0.3950000000000003,0.06500000000000003,0.0
5991,small_world,degree,6044961,100,300,0.03,3,0.45,0.1,50,0.03,0,0.7133333333333335,0.3099999999999998,0.023333333333333327,0.0
5992,small_world,degree,6045970,100,300,0.03,3,0.45,0.1,50,0.04,1,0.72,0.36,0.06999999999999999,0.0
5993,small_world,degree,6046979,100,300,0.03,3,0.45,0.1,50,0.03,0,0.72,0.33000000000000007,0.046666666666666676,0.0
5994,small_world,degree,6047988,100,300,0.03,3,0.45,0.1,50,0.07,3,0.75,0.43,0.09999999999999998,0.0
5995,small_world,degree,6048997,100,300,0.03,3,0.45,0.1,50,0.03,0,0.7099999999999996,0.2650000000000003,0.0,0.0
5996,small_world,degree,6050006,100,300,0.03,3,0.45,0.1,50,0.03,0,0.7149999999999999,0.43499999999999994,0.14000000000000007,0.0
5997,small_world,degree,6051015,100,300,0.03,3,0.45,0.1,50,0.03,0,0.71,0.3600000000000004,0.030000000000000016,0.0
5998,small_world,degree,6052024,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.39,0.06499999999999999,0.0
5999,small_world,degree,6053033,100,300,0.03,3,0.45,0.1,50,0.03,0,0.705,0.30000000000000016,0.055000000000000014,0.0
6000,small_world,degree,6054042,100,300,0.03,3,0.45,0.1,50,0.03,0,0.695,0.3,0.03,0.0
6001,random,inv_degree,6055051,100,249,0.03,3,0.45,0.1,50,0.07,1,0.7256857855361595,0.19576059850374056,0.0,0.0
6002,random,inv_degree,6056060,100,237,0.03,3,0.45,0.1,50,0.05,1,0.7300275482093663,0.19972451790633608,0.03305785123966942,0.03305785123966942
6003,random,inv_degree,6057069,100,253,0.03,3,0.45,0.1,50,0.04,1,0.7272727272727273,0.28282828282828276,0.03535353535353534,0.018518518518518507
6004,random,inv_degree,6058078,100,290,0.03,3,0.45,0.1,50,0.05,1,0.6967741935483872,0.10483870967741939,0.0,0.0
6005,random,inv_degree,6059087,100,266,0.03,3,0.45,0.1,50,0.05,1,0.6601796407185628,0.16766467065868265,0.0344311377245509,0.01796407185628742
6006,random,inv_degree,6060096,100,249,0.03,3,0.45,0.1,50,0.07,1,0.6972111553784862,0.16533864541832682,0.0,0.0
6007,random,inv_degree,6061105,100,242,0.03,3,0.45,0.1,50,0.05,1,0.7305194805194807,0.19480519480519481,0.0340909090909091,0.017857142857142856
6008,random,inv_degree,6062114,100,263,0.03,3,0.45,0.1,50,0.06,1,0.7212543554006968,0.15679442508710795,0.019163763066202082,0.019163763066202082
6009,random,inv_degree,6063123,100,257,0.03,3,0.45,0.1,50,0.06,1,0.7405247813411076,0.22740524781341104,0.03498542274052477,0.03498542274052477
6010,random,inv_degree,6064132,100,247,0.03,3,0.45,0.1,50,0.05,1,0.7755775577557753,0.20957095709570955,0.018151815181518146,0.018151815181518146
6011,random,inv_degree,6065141,100,273,0.03,3,0.45,0.1,50,0.05,2,0.7599118942731278,0.22907488986784147,0.0,0.0
6012,random,inv_degree,6066150,100,248,0.03,3,0.45,0.1,50,0.04,1,0.7599206349206352,0.2460317460317461,0.0,0.0
6013,random,inv_degree,6067159,100,262,0.03,3,0.45,0.1,50,0.06,1,0.6927083333333334,0.20486111111111102,0.01909722222222221,0.01909722222222221
6014,random,inv_degree,6068168,100,223,0.03,3,0.45,0.1,50,0.08,1,0.6671087533156498,0.1989389920424404,0.029177718832891265,0.0
6015,random,inv_degree,6069177,100,260,0.03,3,0.45,0.1,50,0.05,1,0.705128205128205,0.16538461538461527,0.0,0.0
6016,random,inv_degree,6070186,100,237,0.03,3,0.45,0.1,50,0.06,1,0.7380191693290735,0.2827476038338658,0.049520766773162944,0.017571884984025555
6017,random,inv_degree,6071195,100,223,0.03,3,0.45,0.1,50,0.08,3,0.7039711191335738,0.2310469314079423,0.016245487364620947,0.0
6018,random,inv_degree,6072204,100,257,0.03,3,0.45,0.1,50,0.06,2,0.6860068259385664,0.15870307167235492,0.0,0.0
6019,random,inv_degree,6073213,100,281,0.03,3,0.45,0.1,50,0.04,1,0.7286245353159851,0.27695167286245354,0.018587360594795543,0.0
6020,random,inv_degree,6074222,100,261,0.03,3,0.45,0.1,50,0.07,2,0.6285347043701802,0.13110539845758357,0.05012853470437019,0.05012853470437019
6021,random,inv_degree,6075231,100,267,0.03,3,0.45,0.1,50,0.04,1,0.7057057057057053,0.18468468468468463,0.018018018018018014,0.018018018018018014
6022,random,inv_degree,6076240,100,246,0.03,3,0.45,0.1,50,0.08,2,0.6973684210526315,0.23190789473684206,0.06578947368421052,0.0
6023,random,inv_degree,6077249,100,269,0.03,3,0.45,0.1,50,0.05,1,0.6706036745406825,0.10104986876640418,0.0,0.0
6024,random,inv_degree,6078258,100,243,0.03,3,0.45,0.1,50,0.04,1,0.726890756302521,0.18207282913165265,0.03361344537815126,0.03361344537815126
6025,random,inv_degree,6079267,100,262,0.03,3,0.45,0.1,50,0.05,1,0.6857638888888891,0.1493055555555555,0.0,0.0
6026,random,inv_degree,6080276,100,255,0.03,3,0.45,0.1,50,0.03,0,0.7734693877551019,0.32244897959183666,0.03673469387755102,0.02040816326530612
6027,random,inv_degree,6081285,100,275,0.03,3,0.45,0.1,50,0.07,2,0.6890909090909089,0.23272727272727264,0.05636363636363634,0.019999999999999983
6028,random,inv_degree,6082294,100,213,0.03,3,0.45,0.1,50,0.04,1,0.7369337979094075,0.3501742160278745,0.03484320557491288,0.03484320557491288
6029,random,inv_degree,6083303,100,248,0.03,3,0.45,0.1,50,0.07,2,0.7222222222222222,0.23412698412698413,0.01984126984126984,0.01984126984126984
6030,random,inv_degree,6084312,100,274,0.03,3,0.45,0.1,50,0.07,2,0.6073619631901841,0.09202453987730062,0.0,0.0
6031,random,inv_degree,6085321,100,285,0.03,3,0.45,0.1,50,0.06,2,0.6890410958904113,0.18767123287671242,0.017808219178082202,0.017808219178082202
6032,random,inv_degree,6086330,100,270,0.03,3,0.45,0.1,50,0.04,1,0.7875000000000002,0.28928571428571426,0.05714285714285713,0.039285714285714264
6033,random,inv_degree,6087339,100,250,0.03,3,0.45,0.1,50,0.05,1,0.7366666666666668,0.2683333333333333,0.05333333333333332,0.03666666666666665
6034,random,inv_degree,6088348,100,252,0.03,3,0.45,0.1,50,0.05,2,0.7025862068965518,0.21120689655172417,0.01724137931034483,0.01724137931034483
6035,random,inv_degree,6089357,100,268,0.03,3,0.45,0.1,50,0.07,2,0.6631205673758861,0.07624113475177302,0.0,0.0
6036,random,inv_degree,6090366,100,236,0.03,3,0.45,0.1,50,0.07,1,0.7340764331210191,0.24203821656050956,0.0159235668789809,0.0
6037,random,inv_degree,6091375,100,237,0.03,3,0.45,0.1,50,0.06,1,0.6828087167070221,0.18038740920096852,0.030266343825665863,0.015738498789346248
6038,random,inv_degree,6092384,100,262,0.03,3,0.45,0.1,50,0.05,1,0.7725694444444449,0.33333333333333337,0.03298611111111111,0.0
6039,random,inv_degree,6093393,100,245,0.03,3,0.45,0.1,50,0.04,1,0.7843137254901958,0.3176470588235295,0.017647058823529422,0.0
6040,random,inv_degree,6094402,100,242,0.03,3,0.45,0.1,50,0.07,1,0.6542207792207791,0.22564935064935068,0.04870129870129871,0.03246753246753247
6041,random,inv_degree,6095411,100,249,0.03,3,0.45,0.1,50,0.03,0,0.7319201995012466,0.2493765586034912,0.04364089775561096,0.0
6042,random,inv_degree,6096420,100,237,0.03,3,0.45,0.1,50,0.07,2,0.697718631178707,0.18821292775665396,0.017110266159695825,0.0
6043,random,inv_degree,6097429,100,223,0.03,3,0.45,0.1,50,0.08,5,0.7158590308370045,0.25110132158590304,0.05947136563876649,0.05947136563876649
6044,random,inv_degree,6098438,100,252,0.03,3,0.45,0.1,50,0.07,2,0.6465517241379313,0.132183908045977,0.03448275862068966,0.03448275862068966
6045,random,inv_degree,6099447,100,272,0.03,3,0.45,0.1,50,0.05,1,0.7346491228070176,0.2017543859649124,0.0,0.0
6046,random,inv_degree,6100456,100,242,0.03,3,0.45,0.1,50,0.06,1,0.7151162790697678,0.16472868217054265,0.019379844961240313,0.019379844961240313
6047,random,inv_degree,6101465,100,258,0.03,3,0.45,0.1,50,0.09,2,0.66812865497076,0.21783625730994147,0.04970760233918128,0.0175438596491228
6048,random,inv_degree,6102474,100,239,0.03,3,0.45,0.1,50,0.04,1,0.7368421052631579,0.21606648199445996,0.016620498614958453,0.016620498614958453
6049,random,inv_degree,6103483,100,253,0.03,3,0.45,0.1,50,0.05,1,0.6586901763224181,0.16876574307304776,0.015113350125944584,0.0
6050,random,inv_degree,6104492,100,235,0.03,3,0.45,0.1,50,0.04,1,0.7716981132075472,0.21698113207547168,0.0,0.0
6051,random,inv_degree,6105501,100,255,0.03,3,0.45,0.1,50,0.06,1,0.7043478260869568,0.1652173913043478,0.03333333333333334,0.017391304347826087
6052,random,inv_degree,6106510,100,234,0.03,3,0.45,0.1,50,0.08,2,0.7274436090225562,0.18796992481203006,0.037593984962406006,0.037593984962406006
6053,random,inv_degree,6107519,100,271,0.03,3,0.45,0.1,50,0.05,1,0.7681564245810056,0.2932960893854748,0.0223463687150838,0.0
6054,random,inv_degree,6108528,100,255,0.03,3,0.45,0.1,50,0.07,2,0.6918367346938779,0.22244897959183674,0.0,0.0
6055,random,inv_degree,6109537,100,264,0.03,3,0.45,0.1,50,0.03,0,0.7425595238095238,0.19494047619047625,0.014880952380952384,0.0
6056,random,inv_degree,6110546,100,252,0.03,3,0.45,0.1,50,0.04,1,0.7054597701149423,0.23563218390804583,0.015804597701149427,0.0
6057,random,inv_degree,6111555,100,246,0.03,3,0.45,0.1,50,0.03,0,0.7319078947368418,0.17105263157894735,0.034539473684210516,0.018092105263157885
6058,random,inv_degree,6112564,100,235,0.03,3,0.45,0.1,50,0.06,1,0.6794520547945205,0.17808219178082196,0.0,0.0
6059,random,inv_degree,6113573,100,246,0.03,3,0.45,0.1,50,0.06,1,0.6957236842105264,0.17763157894736836,0.0,0.0
6060,random,inv_degree,6114582,100,247,0.03,3,0.45,0.1,50,0.06,1,0.7178217821782178,0.22937293729372926,0.0,0.0
6061,random,inv_degree,6115591,100,260,0.03,3,0.45,0.1,50,0.06,2,0.7416666666666664,0.2374999999999999,0.056250000000000015,0.0
6062,random,inv_degree,6116600,100,233,0.03,3,0.45,0.1,50,0.05,1,0.722397476340694,0.20662460567823343,0.0,0.0
6063,random,inv_degree,6117609,100,233,0.03,3,0.45,0.1,50,0.05,2,0.6987381703470033,0.18611987381703465,0.0,0.0
6064,random,inv_degree,6118618,100,225,0.03,3,0.45,0.1,50,0.09,2,0.6971428571428571,0.2828571428571428,0.04285714285714287,0.02285714285714286
6065,random,inv_degree,6119627,100,255,0.03,3,0.45,0.1,50,0.06,1,0.7203389830508472,0.23389830508474566,0.0,0.0
6066,random,inv_degree,6120636,100,247,0.03,3,0.45,0.1,50,0.06,2,0.7272727272727273,0.2924901185770752,0.011857707509881417,0.0
6067,random,inv_degree,6121645,100,248,0.03,3,0.45,0.1,50,0.04,1,0.742897727272727,0.1676136363636363,0.014204545454545445,0.0
6068,random,inv_degree,6122654,100,237,0.03,3,0.45,0.1,50,0.09,3,0.7471482889733841,0.23003802281368824,0.03802281368821293,0.03802281368821293
6069,random,inv_degree,6123663,100,250,0.03,3,0.45,0.1,50,0.03,0,0.7733333333333333,0.3083333333333333,0.04833333333333331,0.018333333333333326
6070,random,inv_degree,6124672,100,258,0.03,3,0.45,0.1,50,0.03,0,0.7222222222222225,0.17397660818713453,0.01608187134502925,0.0
6071,random,inv_degree,6125681,100,268,0.03,3,0.45,0.1,50,0.03,0,0.7277486910994767,0.17670157068062833,0.017015706806282727,0.017015706806282727
6072,random,inv_degree,6126690,100,232,0.03,3,0.45,0.1,50,0.04,1,0.7368421052631577,0.2535885167464114,0.02751196172248803,0.0
6073,random,inv_degree,6127699,100,231,0.03,3,0.45,0.1,50,0.09,3,0.7257053291536051,0.21159874608150467,0.01724137931034482,0.01724137931034482
6074,random,inv_degree,6128708,100,256,0.03,3,0.45,0.1,50,0.03,0,0.7561475409836066,0.22540983606557394,0.0,0.0
6075,random,inv_degree,6129717,100,227,0.03,3,0.45,0.1,50,0.04,1,0.7678018575851395,0.23993808049535625,0.03250773993808052,0.01702786377708979
6076,random,inv_degree,6130726,100,235,0.03,3,0.45,0.1,50,0.04,1,0.7641509433962271,0.269811320754717,0.035849056603773605,0.018867924528301893
6077,random,inv_degree,6131735,100,222,0.03,3,0.45,0.1,50,0.07,1,0.7412280701754385,0.28508771929824556,0.05043859649122805,0.019736842105263143
6078,random,inv_degree,6132744,100,250,0.03,3,0.45,0.1,50,0.05,1,0.7016666666666667,0.21833333333333324,0.011666666666666653,0.0
6079,random,inv_degree,6133753,100,237,0.03,3,0.45,0.1,50,0.04,1,0.747148288973384,0.2661596958174905,0.0,0.0
6080,random,inv_degree,6134762,100,225,0.03,3,0.45,0.1,50,0.06,1,0.7563636363636362,0.3345454545454544,0.07636363636363637,0.06181818181818183
6081,random,inv_degree,6135771,100,253,0.03,3,0.45,0.1,50,0.04,1,0.7676767676767675,0.23905723905723905,0.01851851851851851,0.01851851851851851
6082,random,inv_degree,6136780,100,258,0.03,3,0.45,0.1,50,0.04,1,0.7396694214876033,0.2128099173553719,0.020661157024793392,0.020661157024793392
6083,random,inv_degree,6137789,100,268,0.03,3,0.45,0.1,50,0.03,0,0.7138554216867468,0.14156626506024095,0.018072289156626502,0.018072289156626502
6084,random,inv_degree,6138798,100,242,0.03,3,0.45,0.1,50,0.08,3,0.7620192307692306,0.31009615384615363,0.04086538461538458,0.021634615384615363
6085,random,inv_degree,6139807,100,259,0.03,3,0.45,0.1,50,0.07,2,0.6627565982404691,0.22140762463343108,0.03079178885630498,0.017595307917888558
6086,random,inv_degree,6140816,100,241,0.03,3,0.45,0.1,50,0.05,1,0.736245954692557,0.23462783171521043,0.03559870550161813,0.03559870550161813
6087,random,inv_degree,6141825,100,242,0.03,3,0.45,0.1,50,0.08,2,0.7034883720930233,0.22286821705426357,0.0,0.0
6088,random,inv_degree,6142834,100,255,0.03,3,0.45,0.1,50,0.05,2,0.7061224489795916,0.16122448979591836,0.03469387755102041,0.02040816326530612
6089,random,inv_degree,6143843,100,262,0.03,3,0.45,0.1,50,0.03,0,0.7845744680851066,0.29255319148936165,0.0,0.0
6090,random,inv_degree,6144852,100,259,0.03,3,0.45,0.1,50,0.06,1,0.7219917012448134,0.2510373443983403,0.0,0.0
6091,random,inv_degree,6145861,100,211,0.03,3,0.45,0.1,50,0.03,0,0.7970711297071129,0.37447698744769886,0.11087866108786607,0.052301255230125514
6092,random,inv_degree,6146870,100,232,0.03,3,0.45,0.1,50,0.06,1,0.7028301886792447,0.240566037735849,0.0,0.0
6093,random,inv_degree,6147879,100,228,0.03,3,0.45,0.1,50,0.04,1,0.7610294117647062,0.20588235294117654,0.0,0.0
6094,random,inv_degree,6148888,100,266,0.03,3,0.45,0.1,50,0.03,0,0.7382812500000002,0.11588541666666673,0.016927083333333343,0.016927083333333343
6095,random,inv_degree,6149897,100,237,0.03,3,0.45,0.1,50,0.05,2,0.7603833865814698,0.18210862619808316,0.035143769968051124,0.035143769968051124
6096,random,inv_degree,6150906,100,247,0.03,3,0.45,0.1,50,0.06,1,0.6813031161473089,0.1501416430594901,0.0,0.0
6097,random,inv_degree,6151915,100,265,0.03,3,0.45,0.1,50,0.06,1,0.6999999999999996,0.19740259740259727,0.0,0.0
6098,random,inv_degree,6152924,100,249,0.03,3,0.45,0.1,50,0.05,1,0.6917960088691795,0.1541019955654101,0.02882483370288247,0.015521064301552099
6099,random,inv_degree,6153933,100,251,0.03,3,0.45,0.1,50,0.04,1,0.7558528428093645,0.27759197324414714,0.0,0.0
6100,random,inv_degree,6154942,100,211,0.03,3,0.45,0.1,50,0.04,1,0.8493723849372383,0.3870292887029288,0.050209205020920473,0.03765690376569035
6101,random,inv_degree,6155951,100,270,0.03,3,0.45,0.1,50,0.04,1,0.7178571428571426,0.14107142857142854,0.0,0.0
6102,random,inv_degree,6156960,100,256,0.03,3,0.45,0.1,50,0.07,1,0.6865482233502539,0.17131979695431468,0.015228426395939089,0.0
6103,random,inv_degree,6157969,100,258,0.03,3,0.45,0.1,50,0.03,0,0.7602739726027401,0.19349315068493164,0.0,0.0
6104,random,inv_degree,6158978,100,226,0.03,3,0.45,0.1,50,0.05,1,0.765625,0.42410714285714285,0.05357142857142857,0.0
6105,random,inv_degree,6159987,100,237,0.03,3,0.45,0.1,50,0.05,1,0.7870722433460078,0.3650190114068442,0.032319391634981,0.019011406844106467
6106,random,inv_degree,6160996,100,228,0.03,3,0.45,0.1,50,0.05,1,0.7187499999999997,0.23161764705882343,0.01838235294117646,0.01838235294117646
6107,random,inv_degree,6162005,100,263,0.03,3,0.45,0.1,50,0.05,1,0.6780415430267062,0.16320474777448074,0.03560830860534125,0.03560830860534125
6108,random,inv_degree,6163014,100,259,0.03,3,0.45,0.1,50,0.06,2,0.6470588235294122,0.1112531969309463,0.03196930946291561,0.016624040920716114
6109,random,inv_degree,6164023,100,229,0.03,3,0.45,0.1,50,0.04,1,0.7493261455525605,0.3005390835579516,0.02964959568733156,0.02964959568733156
