run_id,kind,weight_type,rng_seed,n,edges,seed_frac,seed_count,theta_mean,theta_sd,max_steps,final_adoption,steps_to_converge,xi_1,xi_2,xi_3,xi_inf
1,random,uniform,1051,100,233,0.03,3,0.45,0.1,50,0.06,1,0.7,0.22,0.05,0.01
2,random,uniform,2060,100,263,0.03,3,0.45,0.1,50,0.04,1,0.68,0.13,0.01,0.01
3,random,uniform,3069,100,267,0.03,3,0.45,0.1,50,0.04,1,0.69,0.18,0.02,0.0
4,random,uniform,4078,100,246,0.03,3,0.45,0.1,50,0.05,2,0.67,0.18,0.02,0.02
5,random,uniform,5087,100,250,0.03,3,0.45,0.1,50,0.05,1,0.72,0.16,0.0,0.0
6,random,uniform,6096,100,249,0.03,3,0.45,0.1,50,0.03,0,0.72,0.2,0.0,0.0
7,random,uniform,7105,100,253,0.03,3,0.45,0.1,50,0.07,2,0.68,0.16,0.01,0.01
8,random,uniform,8114,100,238,0.03,3,0.45,0.1,50,0.04,1,0.69,0.19,0.04,0.04
9,random,uniform,9123,100,214,0.03,3,0.45,0.1,50,0.05,1,0.68,0.23,0.04,0.02
10,random,uniform,10132,100,231,0.03,3,0.45,0.1,50,0.05,1,0.74,0.3,0.0,0.0
11,random,uniform,11141,100,248,0.03,3,0.45,0.1,50,0.05,1,0.66,0.24,0.02,0.02
12,random,uniform,12150,100,252,0.03,3,0.45,0.1,50,0.06,1,0.7,0.24,0.04,0.0
13,random,uniform,13159,100,240,0.03,3,0.45,0.1,50,0.05,2,0.69,0.2,0.03,0.02
14,random,uniform,14168,100,251,0.03,3,0.45,0.1,50,0.03,0,0.71,0.18,0.03,0.02
15,random,uniform,15177,100,250,0.03,3,0.45,0.1,50,0.04,1,0.67,0.16,0.0,0.0
16,random,uniform,16186,100,249,0.03,3,0.45,0.1,50,0.04,1,0.73,0.27,0.02,0.0
17,random,uniform,17195,100,246,0.03,3,0.45,0.1,50,0.09,2,0.63,0.15,0.0,0.0
18,random,uniform,18204,100,249,0.03,3,0.45,0.1,50,0.05,1,0.66,0.18,0.02,0.01
19,random,uniform,19213,100,251,0.03,3,0.45,0.1,50,0.03,0,0.71,0.18,0.01,0.01
20,random,uniform,20222,100,234,0.03,3,0.45,0.1,50,0.06,1,0.69,0.22,0.01,0.0
21,random,uniform,21231,100,268,0.03,3,0.45,0.1,50,0.03,0,0.69,0.1,0.01,0.01
22,random,uniform,22240,100,271,0.03,3,0.45,0.1,50,0.07,1,0.6,0.1,0.0,0.0
23,random,uniform,23249,100,216,0.03,3,0.45,0.1,50,0.05,1,0.72,0.2,0.05,0.0
24,random,uniform,24258,100,238,0.03,3,0.45,0.1,50,0.1,4,0.62,0.14,0.02,0.02
25,random,uniform,25267,100,244,0.03,3,0.45,0.1,50,0.05,1,0.67,0.17,0.02,0.0
26,random,uniform,26276,100,279,0.03,3,0.45,0.1,50,0.06,2,0.64,0.09,0.0,0.0
27,random,uniform,27285,100,270,0.03,3,0.45,0.1,50,0.05,1,0.67,0.11,0.0,0.0
28,random,uniform,28294,100,225,0.03,3,0.45,0.1,50,0.05,2,0.65,0.19,0.03,0.03
29,random,uniform,29303,100,247,0.03,3,0.45,0.1,50,0.07,2,0.62,0.05,0.0,0.0
30,random,uniform,30312,100,234,0.03,3,0.45,0.1,50,0.05,1,0.67,0.16,0.01,0.01
31,random,uniform,31321,100,272,0.03,3,0.45,0.1,50,0.05,2,0.65,0.1,0.0,0.0
32,random,uniform,32330,100,233,0.03,3,0.45,0.1,50,0.07,2,0.66,0.22,0.01,0.01
33,random,uniform,33339,100,252,0.03,3,0.45,0.1,50,0.07,1,0.64,0.07,0.0,0.0
34,random,uniform,34348,100,247,0.03,3,0.45,0.1,50,0.08,1,0.62,0.17,0.03,0.03
35,random,uniform,35357,100,230,0.03,3,0.45,0.1,50,0.07,2,0.64,0.12,0.01,0.01
36,random,uniform,36366,100,238,0.03,3,0.45,0.1,50,0.06,2,0.68,0.18,0.01,0.0
37,random,uniform,37375,100,266,0.03,3,0.45,0.1,50,0.05,1,0.67,0.18,0.01,0.0
38,random,uniform,38384,100,266,0.03,3,0.45,0.1,50,0.05,1,0.65,0.06,0.01,0.01
39,random,uniform,39393,100,197,0.03,3,0.45,0.1,50,0.09,1,0.69,0.27,0.02,0.01
40,random,uniform,40402,100,246,0.03,3,0.45,0.1,50,0.06,2,0.67,0.18,0.0,0.0
41,random,uniform,41411,100,246,0.03,3,0.45,0.1,50,0.04,1,0.69,0.21,0.0,0.0
42,random,uniform,42420,100,241,0.03,3,0.45,0.1,50,0.03,0,0.74,0.24,0.03,0.02
43,random,uniform,43429,100,239,0.03,3,0.45,0.1,50,0.04,1,0.7,0.23,0.03,0.01
44,random,uniform,44438,100,260,0.03,3,0.45,0.1,50,0.04,1,0.67,0.14,0.01,0.0
45,random,uniform,45447,100,263,0.03,3,0.45,0.1,50,0.04,1,0.76,0.35,0.02,0.0
46,random,uniform,46456,100,248,0.03,3,0.45,0.1,50,0.07,2,0.64,0.16,0.01,0.01
47,random,uniform,47465,100,252,0.03,3,0.45,0.1,50,0.06,1,0.71,0.16,0.0,0.0
48,random,uniform,48474,100,262,0.03,3,0.45,0.1,50,0.04,1,0.66,0.16,0.01,0.01
49,random,uniform,49483,100,247,0.03,3,0.45,0.1,50,0.06,1,0.65,0.2,0.01,0.0
50,random,uniform,50492,100,242,0.03,3,0.45,0.1,50,0.07,3,0.61,0.13,0.01,0.01
51,random,uniform,51501,100,259,0.03,3,0.45,0.1,50,0.03,0,0.7,0.2,0.0,0.0
52,random,uniform,52510,100,242,0.03,3,0.45,0.1,50,0.06,1,0.65,0.13,0.01,0.01
53,random,uniform,53519,100,270,0.03,3,0.45,0.1,50,0.05,1,0.7,0.21,0.01,0.0
54,random,uniform,54528,100,251,0.03,3,0.45,0.1,50,0.07,3,0.59,0.08,0.02,0.02
55,random,uniform,55537,100,249,0.03,3,0.45,0.1,50,0.07,2,0.61,0.14,0.01,0.0
56,random,uniform,56546,100,222,0.03,3,0.45,0.1,50,0.06,2,0.69,0.17,0.01,0.01
57,random,uniform,57555,100,255,0.03,3,0.45,0.1,50,0.06,1,0.65,0.15,0.01,0.01
58,random,uniform,58564,100,239,0.03,3,0.45,0.1,50,0.08,1,0.67,0.21,0.01,0.0
59,random,uniform,59573,100,266,0.03,3,0.45,0.1,50,0.09,3,0.57,0.12,0.01,0.01
60,random,uniform,60582,100,238,0.03,3,0.45,0.1,50,0.05,1,0.74,0.19,0.01,0.01
61,random,uniform,61591,100,266,0.03,3,0.45,0.1,50,0.06,1,0.62,0.1,0.01,0.01
62,random,uniform,62600,100,236,0.03,3,0.45,0.1,50,0.05,1,0.7,0.26,0.04,0.0
63,random,uniform,63609,100,260,0.03,3,0.45,0.1,50,0.06,1,0.65,0.14,0.03,0.02
64,random,uniform,64618,100,233,0.03,3,0.45,0.1,50,0.05,1,0.7,0.25,0.06,0.02
65,random,uniform,65627,100,241,0.03,3,0.45,0.1,50,0.04,1,0.7,0.21,0.0,0.0
66,random,uniform,66636,100,283,0.03,3,0.45,0.1,50,0.04,1,0.67,0.12,0.0,0.0
67,random,uniform,67645,100,246,0.03,3,0.45,0.1,50,0.05,2,0.67,0.17,0.02,0.0
68,random,uniform,68654,100,263,0.03,3,0.45,0.1,50,0.08,2,0.65,0.18,0.0,0.0
69,random,uniform,69663,100,227,0.03,3,0.45,0.1,50,0.11,3,0.57,0.12,0.01,0.0
70,random,uniform,70672,100,258,0.03,3,0.45,0.1,50,0.03,0,0.68,0.2,0.03,0.02
71,random,uniform,71681,100,250,0.03,3,0.45,0.1,50,0.09,2,0.64,0.1,0.0,0.0
72,random,uniform,72690,100,254,0.03,3,0.45,0.1,50,0.03,0,0.69,0.15,0.01,0.0
73,random,uniform,73699,100,216,0.03,3,0.45,0.1,50,0.06,1,0.7,0.24,0.03,0.02
74,random,uniform,74708,100,238,0.03,3,0.45,0.1,50,0.07,1,0.71,0.28,0.05,0.02
75,random,uniform,75717,100,234,0.03,3,0.45,0.1,50,0.04,1,0.71,0.25,0.02,0.01
76,random,uniform,76726,100,251,0.03,3,0.45,0.1,50,0.07,1,0.61,0.13,0.0,0.0
77,random,uniform,77735,100,246,0.03,3,0.45,0.1,50,0.06,1,0.73,0.28,0.0,0.0
78,random,uniform,78744,100,232,0.03,3,0.45,0.1,50,0.09,3,0.64,0.13,0.0,0.0
79,random,uniform,79753,100,235,0.03,3,0.45,0.1,50,0.06,1,0.68,0.28,0.01,0.0
80,random,uniform,80762,100,250,0.03,3,0.45,0.1,50,0.07,2,0.7,0.29,0.04,0.03
81,random,uniform,81771,100,244,0.03,3,0.45,0.1,50,0.04,1,0.71,0.16,0.01,0.0
82,random,uniform,82780,100,241,0.03,3,0.45,0.1,50,0.06,1,0.68,0.18,0.02,0.01
83,random,uniform,83789,100,251,0.03,3,0.45,0.1,50,0.04,1,0.68,0.19,0.0,0.0
84,random,uniform,84798,100,247,0.03,3,0.45,0.1,50,0.03,0,0.7,0.19,0.01,0.01
85,random,uniform,85807,100,271,0.03,3,0.45,0.1,50,0.03,0,0.7,0.13,0.0,0.0
86,random,uniform,86816,100,246,0.03,3,0.45,0.1,50,0.05,1,0.68,0.17,0.01,0.01
87,random,uniform,87825,100,252,0.03,3,0.45,0.1,50,0.07,2,0.65,0.14,0.02,0.01
88,random,uniform,88834,100,238,0.03,3,0.45,0.1,50,0.07,3,0.71,0.24,0.01,0.01
89,random,uniform,89843,100,235,0.03,3,0.45,0.1,50,0.04,1,0.72,0.27,0.03,0.0
90,random,uniform,90852,100,246,0.03,3,0.45,0.1,50,0.07,2,0.66,0.19,0.0,0.0
91,random,uniform,91861,100,244,0.03,3,0.45,0.1,50,0.05,1,0.66,0.19,0.01,0.01
92,random,uniform,92870,100,237,0.03,3,0.45,0.1,50,0.05,1,0.7,0.2,0.01,0.01
93,random,uniform,93879,100,229,0.03,3,0.45,0.1,50,0.07,1,0.63,0.16,0.03,0.02
94,random,uniform,94888,100,236,0.03,3,0.45,0.1,50,0.05,1,0.69,0.24,0.01,0.0
95,random,uniform,95897,100,221,0.03,3,0.45,0.1,50,0.06,2,0.63,0.15,0.01,0.01
96,random,uniform,96906,100,239,0.03,3,0.45,0.1,50,0.07,2,0.66,0.16,0.02,0.02
97,random,uniform,97915,100,263,0.03,3,0.45,0.1,50,0.06,1,0.67,0.11,0.0,0.0
98,random,uniform,98924,100,255,0.03,3,0.45,0.1,50,0.05,1,0.7,0.24,0.02,0.01
99,random,uniform,99933,100,270,0.03,3,0.45,0.1,50,0.07,2,0.63,0.13,0.01,0.01
100,random,uniform,100942,100,252,0.03,3,0.45,0.1,50,0.06,1,0.68,0.13,0.01,0.01
101,random,uniform,101951,100,241,0.03,3,0.45,0.1,50,0.11,3,0.57,0.17,0.02,0.01
102,random,uniform,102960,100,245,0.03,3,0.45,0.1,50,0.05,1,0.68,0.18,0.01,0.01
103,random,uniform,103969,100,268,0.03,3,0.45,0.1,50,0.04,1,0.66,0.13,0.01,0.01
104,random,uniform,104978,100,255,0.03,3,0.45,0.1,50,0.05,1,0.69,0.2,0.0,0.0
105,random,uniform,105987,100,220,0.03,3,0.45,0.1,50,0.03,0,0.72,0.2,0.02,0.0
106,random,uniform,106996,100,232,0.03,3,0.45,0.1,50,0.05,1,0.71,0.23,0.05,0.03
107,random,uniform,108005,100,230,0.03,3,0.45,0.1,50,0.04,1,0.69,0.17,0.04,0.02
108,random,uniform,109014,100,243,0.03,3,0.45,0.1,50,0.03,0,0.73,0.19,0.02,0.01
109,random,uniform,110023,100,241,0.03,3,0.45,0.1,50,0.04,1,0.72,0.24,0.01,0.01
110,random,uniform,111032,100,284,0.03,3,0.45,0.1,50,0.04,1,0.65,0.12,0.01,0.01
111,random,uniform,112041,100,247,0.03,3,0.45,0.1,50,0.05,2,0.66,0.2,0.01,0.01
112,random,uniform,113050,100,273,0.03,3,0.45,0.1,50,0.03,0,0.7,0.17,0.0,0.0
113,random,uniform,114059,100,265,0.03,3,0.45,0.1,50,0.08,2,0.61,0.14,0.01,0.01
114,random,uniform,115068,100,265,0.03,3,0.45,0.1,50,0.1,4,0.55,0.1,0.01,0.0
115,random,uniform,116077,100,273,0.03,3,0.45,0.1,50,0.03,0,0.7,0.16,0.01,0.01
116,random,uniform,117086,100,249,0.03,3,0.45,0.1,50,0.03,0,0.71,0.28,0.03,0.0
117,random,uniform,118095,100,259,0.03,3,0.45,0.1,50,0.04,1,0.74,0.31,0.03,0.03
118,random,uniform,119104,100,268,0.03,3,0.45,0.1,50,0.05,2,0.64,0.14,0.01,0.0
119,random,uniform,120113,100,265,0.03,3,0.45,0.1,50,0.08,3,0.63,0.14,0.01,0.01
120,random,uniform,121122,100,251,0.03,3,0.45,0.1,50,0.05,1,0.68,0.21,0.02,0.01
121,random,uniform,122131,100,255,0.03,3,0.45,0.1,50,0.04,1,0.72,0.19,0.02,0.0
122,random,uniform,123140,100,239,0.03,3,0.45,0.1,50,0.1,4,0.62,0.14,0.0,0.0
123,random,uniform,124149,100,269,0.03,3,0.45,0.1,50,0.03,0,0.72,0.22,0.0,0.0
124,random,uniform,125158,100,231,0.03,3,0.45,0.1,50,0.05,1,0.74,0.21,0.02,0.0
125,random,uniform,126167,100,252,0.03,3,0.45,0.1,50,0.04,1,0.67,0.18,0.0,0.0
126,random,uniform,127176,100,237,0.03,3,0.45,0.1,50,0.04,1,0.73,0.24,0.02,0.01
127,random,uniform,128185,100,252,0.03,3,0.45,0.1,50,0.04,1,0.67,0.22,0.01,0.0
128,random,uniform,129194,100,254,0.03,3,0.45,0.1,50,0.06,3,0.63,0.15,0.01,0.01
129,random,uniform,130203,100,273,0.03,3,0.45,0.1,50,0.04,1,0.69,0.14,0.0,0.0
130,random,uniform,131212,100,210,0.03,3,0.45,0.1,50,0.06,1,0.66,0.21,0.02,0.02
131,random,uniform,132221,100,249,0.03,3,0.45,0.1,50,0.08,3,0.66,0.21,0.0,0.0
132,random,uniform,133230,100,242,0.03,3,0.45,0.1,50,0.06,1,0.66,0.14,0.02,0.0
133,random,uniform,134239,100,250,0.03,3,0.45,0.1,50,0.03,0,0.73,0.19,0.02,0.0
134,random,uniform,135248,100,238,0.03,3,0.45,0.1,50,0.11,3,0.6,0.1,0.01,0.0
135,random,uniform,136257,100,216,0.03,3,0.45,0.1,50,0.09,2,0.68,0.22,0.04,0.01
136,random,uniform,137266,100,244,0.03,3,0.45,0.1,50,0.07,1,0.67,0.2,0.03,0.01
137,random,uniform,138275,100,237,0.03,3,0.45,0.1,50,0.03,0,0.75,0.24,0.0,0.0
138,random,uniform,139284,100,240,0.03,3,0.45,0.1,50,0.07,2,0.68,0.15,0.01,0.01
139,random,uniform,140293,100,274,0.03,3,0.45,0.1,50,0.03,0,0.7,0.17,0.02,0.0
140,random,uniform,141302,100,279,0.03,3,0.45,0.1,50,0.03,0,0.67,0.09,0.01,0.01
141,random,uniform,142311,100,254,0.03,3,0.45,0.1,50,0.03,0,0.71,0.19,0.01,0.0
142,random,uniform,143320,100,257,0.03,3,0.45,0.1,50,0.07,2,0.64,0.16,0.01,0.01
143,random,uniform,144329,100,251,0.03,3,0.45,0.1,50,0.05,1,0.66,0.14,0.02,0.02
144,random,uniform,145338,100,273,0.03,3,0.45,0.1,50,0.03,0,0.66,0.1,0.02,0.02
145,random,uniform,146347,100,259,0.03,3,0.45,0.1,50,0.05,2,0.67,0.12,0.01,0.0
146,random,uniform,147356,100,249,0.03,3,0.45,0.1,50,0.05,1,0.7,0.16,0.0,0.0
147,random,uniform,148365,100,248,0.03,3,0.45,0.1,50,0.03,0,0.69,0.15,0.0,0.0
148,random,uniform,149374,100,273,0.03,3,0.45,0.1,50,0.05,2,0.67,0.15,0.0,0.0
149,random,uniform,150383,100,265,0.03,3,0.45,0.1,50,0.04,1,0.67,0.13,0.0,0.0
150,random,uniform,151392,100,261,0.03,3,0.45,0.1,50,0.03,0,0.65,0.14,0.01,0.0
151,random,uniform,152401,100,223,0.03,3,0.45,0.1,50,0.08,1,0.67,0.19,0.04,0.01
152,random,uniform,153410,100,254,0.03,3,0.45,0.1,50,0.06,2,0.68,0.12,0.0,0.0
153,random,uniform,154419,100,239,0.03,3,0.45,0.1,50,0.06,1,0.66,0.19,0.04,0.02
154,random,uniform,155428,100,223,0.03,3,0.45,0.1,50,0.07,2,0.69,0.23,0.04,0.01
155,random,uniform,156437,100,248,0.03,3,0.45,0.1,50,0.07,1,0.69,0.19,0.01,0.0
156,random,uniform,157446,100,254,0.03,3,0.45,0.1,50,0.06,2,0.64,0.13,0.03,0.01
157,random,uniform,158455,100,251,0.03,3,0.45,0.1,50,0.03,0,0.68,0.2,0.03,0.02
158,random,uniform,159464,100,260,0.03,3,0.45,0.1,50,0.07,2,0.63,0.15,0.02,0.01
159,random,uniform,160473,100,234,0.03,3,0.45,0.1,50,0.06,1,0.63,0.11,0.01,0.01
160,random,uniform,161482,100,277,0.03,3,0.45,0.1,50,0.04,1,0.67,0.15,0.01,0.0
161,random,uniform,162491,100,265,0.03,3,0.45,0.1,50,0.06,2,0.66,0.13,0.0,0.0
162,random,uniform,163500,100,245,0.03,3,0.45,0.1,50,0.07,1,0.68,0.19,0.01,0.01
163,random,uniform,164509,100,255,0.03,3,0.45,0.1,50,0.05,1,0.68,0.15,0.0,0.0
164,random,uniform,165518,100,260,0.03,3,0.45,0.1,50,0.03,0,0.68,0.11,0.01,0.01
165,random,uniform,166527,100,245,0.03,3,0.45,0.1,50,0.03,0,0.73,0.26,0.02,0.0
166,random,uniform,167536,100,220,0.03,3,0.45,0.1,50,0.05,1,0.71,0.24,0.03,0.0
167,random,uniform,168545,100,259,0.03,3,0.45,0.1,50,0.06,1,0.66,0.15,0.02,0.02
168,random,uniform,169554,100,246,0.03,3,0.45,0.1,50,0.06,1,0.67,0.16,0.0,0.0
169,random,uniform,170563,100,275,0.03,3,0.45,0.1,50,0.03,0,0.7,0.12,0.01,0.01
170,random,uniform,171572,100,239,0.03,3,0.45,0.1,50,0.04,1,0.7,0.14,0.0,0.0
171,random,uniform,172581,100,252,0.03,3,0.45,0.1,50,0.05,2,0.67,0.18,0.02,0.02
172,random,uniform,173590,100,270,0.03,3,0.45,0.1,50,0.05,1,0.65,0.07,0.02,0.01
173,random,uniform,174599,100,265,0.03,3,0.45,0.1,50,0.04,1,0.67,0.17,0.0,0.0
174,random,uniform,175608,100,241,0.03,3,0.45,0.1,50,0.13,5,0.62,0.19,0.04,0.04
175,random,uniform,176617,100,259,0.03,3,0.45,0.1,50,0.03,0,0.72,0.15,0.02,0.0
176,random,uniform,177626,100,242,0.03,3,0.45,0.1,50,0.06,1,0.67,0.14,0.0,0.0
177,random,uniform,178635,100,225,0.03,3,0.45,0.1,50,0.06,1,0.7,0.23,0.04,0.01
178,random,uniform,179644,100,236,0.03,3,0.45,0.1,50,0.08,3,0.65,0.12,0.02,0.01
179,random,uniform,180653,100,238,0.03,3,0.45,0.1,50,0.04,1,0.67,0.13,0.03,0.01
180,random,uniform,181662,100,241,0.03,3,0.45,0.1,50,0.07,1,0.65,0.15,0.05,0.03
181,random,uniform,182671,100,279,0.03,3,0.45,0.1,50,0.05,1,0.66,0.12,0.02,0.01
182,random,uniform,183680,100,239,0.03,3,0.45,0.1,50,0.09,2,0.62,0.15,0.01,0.01
183,random,uniform,184689,100,241,0.03,3,0.45,0.1,50,0.08,2,0.67,0.21,0.03,0.01
184,random,uniform,185698,100,252,0.03,3,0.45,0.1,50,0.07,2,0.68,0.24,0.01,0.0
185,random,uniform,186707,100,212,0.03,3,0.45,0.1,50,0.07,1,0.64,0.24,0.04,0.02
186,random,uniform,187716,100,248,0.03,3,0.45,0.1,50,0.06,1,0.66,0.15,0.0,0.0
187,random,uniform,188725,100,244,0.03,3,0.45,0.1,50,0.07,2,0.64,0.17,0.01,0.01
188,random,uniform,189734,100,233,0.03,3,0.45,0.1,50,0.08,2,0.67,0.22,0.05,0.01
189,random,uniform,190743,100,246,0.03,3,0.45,0.1,50,0.05,1,0.69,0.15,0.0,0.0
190,random,uniform,191752,100,222,0.03,3,0.45,0.1,50,0.09,2,0.63,0.2,0.0,0.0
191,random,uniform,192761,100,236,0.03,3,0.45,0.1,50,0.05,1,0.65,0.2,0.02,0.0
192,random,uniform,193770,100,219,0.03,3,0.45,0.1,50,0.05,1,0.7,0.15,0.02,0.02
193,random,uniform,194779,100,226,0.03,3,0.45,0.1,50,0.04,1,0.76,0.23,0.05,0.03
194,random,uniform,195788,100,253,0.03,3,0.45,0.1,50,0.03,0,0.71,0.23,0.0,0.0
195,random,uniform,196797,100,226,0.03,3,0.45,0.1,50,0.07,2,0.67,0.17,0.03,0.02
196,random,uniform,197806,100,281,0.03,3,0.45,0.1,50,0.05,1,0.63,0.11,0.0,0.0
197,random,uniform,198815,100,249,0.03,3,0.45,0.1,50,0.04,1,0.69,0.18,0.03,0.0
198,random,uniform,199824,100,249,0.03,3,0.45,0.1,50,0.03,0,0.71,0.23,0.05,0.03
199,random,uniform,200833,100,248,0.03,3,0.45,0.1,50,0.09,2,0.61,0.13,0.01,0.0
200,random,uniform,201842,100,240,0.03,3,0.45,0.1,50,0.05,1,0.65,0.18,0.02,0.01
201,random,uniform,202851,100,226,0.03,3,0.45,0.1,50,0.05,1,0.7,0.17,0.02,0.01
202,random,uniform,203860,100,220,0.03,3,0.45,0.1,50,0.05,1,0.66,0.17,0.01,0.0
203,random,uniform,204869,100,259,0.03,3,0.45,0.1,50,0.04,1,0.69,0.12,0.01,0.0
204,random,uniform,205878,100,223,0.03,3,0.45,0.1,50,0.05,2,0.68,0.21,0.04,0.02
205,random,uniform,206887,100,265,0.03,3,0.45,0.1,50,0.06,2,0.61,0.11,0.0,0.0
206,random,uniform,207896,100,223,0.03,3,0.45,0.1,50,0.06,1,0.69,0.16,0.03,0.01
207,random,uniform,208905,100,271,0.03,3,0.45,0.1,50,0.06,1,0.6,0.07,0.01,0.0
208,random,uniform,209914,100,234,0.03,3,0.45,0.1,50,0.03,0,0.7,0.22,0.02,0.0
209,random,uniform,210923,100,239,0.03,3,0.45,0.1,50,0.03,0,0.7,0.19,0.01,0.01
210,random,uniform,211932,100,266,0.03,3,0.45,0.1,50,0.07,2,0.67,0.2,0.0,0.0
211,random,uniform,212941,100,255,0.03,3,0.45,0.1,50,0.08,2,0.64,0.11,0.01,0.01
212,random,uniform,213950,100,241,0.03,3,0.45,0.1,50,0.08,2,0.64,0.17,0.0,0.0
213,random,uniform,214959,100,245,0.03,3,0.45,0.1,50,0.07,1,0.7,0.22,0.03,0.01
214,random,uniform,215968,100,269,0.03,3,0.45,0.1,50,0.06,2,0.64,0.11,0.01,0.0
215,random,uniform,216977,100,267,0.03,3,0.45,0.1,50,0.05,2,0.66,0.16,0.03,0.01
216,random,uniform,217986,100,243,0.03,3,0.45,0.1,50,0.07,2,0.65,0.19,0.01,0.0
217,random,uniform,218995,100,223,0.03,3,0.45,0.1,50,0.09,2,0.63,0.17,0.02,0.02
218,random,uniform,220004,100,246,0.03,3,0.45,0.1,50,0.05,2,0.67,0.12,0.01,0.0
219,random,uniform,221013,100,255,0.03,3,0.45,0.1,50,0.04,1,0.69,0.12,0.0,0.0
220,random,uniform,222022,100,231,0.03,3,0.45,0.1,50,0.07,2,0.67,0.21,0.0,0.0
221,random,uniform,223031,100,222,0.03,3,0.45,0.1,50,0.07,1,0.67,0.26,0.0,0.0
222,random,uniform,224040,100,211,0.03,3,0.45,0.1,50,0.12,2,0.66,0.22,0.03,0.0
223,random,uniform,225049,100,248,0.03,3,0.45,0.1,50,0.05,1,0.66,0.13,0.0,0.0
224,random,uniform,226058,100,264,0.03,3,0.45,0.1,50,0.05,1,0.65,0.13,0.01,0.01
225,random,uniform,227067,100,251,0.03,3,0.45,0.1,50,0.05,1,0.71,0.16,0.02,0.02
226,random,uniform,228076,100,252,0.03,3,0.45,0.1,50,0.04,1,0.72,0.23,0.03,0.01
227,random,uniform,229085,100,230,0.03,3,0.45,0.1,50,0.06,2,0.67,0.21,0.03,0.01
228,random,uniform,230094,100,246,0.03,3,0.45,0.1,50,0.07,2,0.65,0.13,0.02,0.01
229,random,uniform,231103,100,257,0.03,3,0.45,0.1,50,0.04,1,0.71,0.16,0.01,0.0
230,random,uniform,232112,100,226,0.03,3,0.45,0.1,50,0.1,1,0.67,0.19,0.02,0.0
231,random,uniform,233121,100,233,0.03,3,0.45,0.1,50,0.06,1,0.71,0.2,0.01,0.0
232,random,uniform,234130,100,233,0.03,3,0.45,0.1,50,0.05,1,0.66,0.18,0.01,0.0
233,random,uniform,235139,100,284,0.03,3,0.45,0.1,50,0.03,0,0.7,0.14,0.0,0.0
234,random,uniform,236148,100,251,0.03,3,0.45,0.1,50,0.05,1,0.68,0.21,0.01,0.01
235,random,uniform,237157,100,266,0.03,3,0.45,0.1,50,0.03,0,0.66,0.14,0.01,0.01
236,random,uniform,238166,100,245,0.03,3,0.45,0.1,50,0.04,1,0.71,0.2,0.04,0.02
237,random,uniform,239175,100,229,0.03,3,0.45,0.1,50,0.04,1,0.68,0.22,0.01,0.0
238,random,uniform,240184,100,232,0.03,3,0.45,0.1,50,0.03,0,0.73,0.19,0.02,0.02
239,random,uniform,241193,100,266,0.03,3,0.45,0.1,50,0.05,1,0.66,0.09,0.0,0.0
240,random,uniform,242202,100,256,0.03,3,0.45,0.1,50,0.05,2,0.62,0.12,0.0,0.0
241,random,uniform,243211,100,229,0.03,3,0.45,0.1,50,0.05,1,0.69,0.21,0.0,0.0
242,random,uniform,244220,100,226,0.03,3,0.45,0.1,50,0.05,1,0.68,0.24,0.04,0.0
243,random,uniform,245229,100,272,0.03,3,0.45,0.1,50,0.04,1,0.71,0.23,0.01,0.0
244,random,uniform,246238,100,238,0.03,3,0.45,0.1,50,0.12,3,0.6,0.18,0.0,0.0
245,random,uniform,247247,100,253,0.03,3,0.45,0.1,50,0.04,1,0.72,0.24,0.0,0.0
246,random,uniform,248256,100,248,0.03,3,0.45,0.1,50,0.07,2,0.68,0.21,0.01,0.0
247,random,uniform,249265,100,257,0.03,3,0.45,0.1,50,0.03,0,0.71,0.16,0.01,0.01
248,random,uniform,250274,100,266,0.03,3,0.45,0.1,50,0.03,0,0.68,0.16,0.0,0.0
249,random,uniform,251283,100,208,0.03,3,0.45,0.1,50,0.07,1,0.73,0.26,0.04,0.02
250,random,uniform,252292,100,242,0.03,3,0.45,0.1,50,0.04,1,0.69,0.23,0.02,0.02
251,random,uniform,253301,100,245,0.03,3,0.45,0.1,50,0.04,1,0.68,0.17,0.01,0.0
252,random,uniform,254310,100,266,0.03,3,0.45,0.1,50,0.08,3,0.6,0.04,0.01,0.01
253,random,uniform,255319,100,273,0.03,3,0.45,0.1,50,0.04,1,0.68,0.18,0.01,0.0
254,random,uniform,256328,100,258,0.03,3,0.45,0.1,50,0.07,2,0.63,0.12,0.03,0.03
255,random,uniform,257337,100,254,0.03,3,0.45,0.1,50,0.05,1,0.67,0.14,0.03,0.0
256,random,uniform,258346,100,241,0.03,3,0.45,0.1,50,0.08,2,0.67,0.23,0.02,0.01
257,random,uniform,259355,100,246,0.03,3,0.45,0.1,50,0.03,0,0.69,0.13,0.02,0.02
258,random,uniform,260364,100,235,0.03,3,0.45,0.1,50,0.09,2,0.66,0.22,0.03,0.01
259,random,uniform,261373,100,225,0.03,3,0.45,0.1,50,0.1,3,0.62,0.12,0.01,0.01
260,random,uniform,262382,100,260,0.03,3,0.45,0.1,50,0.06,1,0.69,0.15,0.01,0.0
261,random,uniform,263391,100,271,0.03,3,0.45,0.1,50,0.04,1,0.66,0.15,0.01,0.0
262,random,uniform,264400,100,244,0.03,3,0.45,0.1,50,0.06,2,0.62,0.12,0.01,0.0
