run_id,kind,weight_type,rng_seed,n,edges,seed_frac,seed_count,theta_mean,theta_sd,max_steps,alpha,final_adoption,steps_to_converge,xi
2150,small_world,uniform,2169392,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8758395504883895
2151,small_world,uniform,2170401,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8811416720093616
2152,small_world,uniform,2171410,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8681606866783013
2153,small_world,uniform,2172419,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.871306685514901
2154,small_world,uniform,2173428,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8886988033679093
2155,small_world,uniform,2174437,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8595114460390998
2156,small_world,uniform,2175446,100,300,0.03,3,0.45,0.1,50,1.5,0.05,1,0.8301797391815343
2157,small_world,uniform,2176455,100,300,0.03,3,0.45,0.1,50,1.5,0.05,2,0.8658637124886086
2158,small_world,uniform,2177464,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.875226134676402
2159,small_world,uniform,2178473,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8351248018199163
2160,small_world,uniform,2179482,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8761028798870065
2161,small_world,uniform,2180491,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8695949943278828
2162,small_world,uniform,2181500,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8704554475749474
2163,small_world,uniform,2182509,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8715115727343594
2164,small_world,uniform,2183518,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8876426193776029
2165,small_world,uniform,2184527,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8766715412238894
2166,small_world,uniform,2185536,100,300,0.03,3,0.45,0.1,50,1.5,0.1,6,0.751100128146522
2167,small_world,uniform,2186545,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8839976397264633
2168,small_world,uniform,2187554,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8650337744317246
2169,small_world,uniform,2188563,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8837835851021597
2170,small_world,uniform,2189572,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8409116427499503
2171,small_world,uniform,2190581,100,300,0.03,3,0.45,0.1,50,1.5,0.11,7,0.7415341898480541
2172,small_world,uniform,2191590,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8802618543791791
2173,small_world,uniform,2192599,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8952430101396035
2174,small_world,uniform,2193608,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8518966686383009
2175,small_world,uniform,2194617,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8738144907897069
2176,small_world,uniform,2195626,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8862451278611685
2177,small_world,uniform,2196635,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8706486688835061
2178,small_world,uniform,2197644,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8794114274080087
2179,small_world,uniform,2198653,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8823916288678864
2180,small_world,uniform,2199662,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8547169041822521
2181,small_world,uniform,2200671,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8955233862504386
2182,small_world,uniform,2201680,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8693914816835614
2183,small_world,uniform,2202689,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8783646809481983
2184,small_world,uniform,2203698,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8751527454450894
2185,small_world,uniform,2204707,100,300,0.03,3,0.45,0.1,50,1.5,0.08,5,0.7699373595253214
2186,small_world,uniform,2205716,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8767995581719634
2187,small_world,uniform,2206725,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8895481300049406
2188,small_world,uniform,2207734,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8806004326526907
2189,small_world,uniform,2208743,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8377391541086834
2190,small_world,uniform,2209752,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8710483222217269
2191,small_world,uniform,2210761,100,300,0.03,3,0.45,0.1,50,1.5,0.06,3,0.817825391143193
2192,small_world,uniform,2211770,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8606972677525121
2193,small_world,uniform,2212779,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8777335171202971
2194,small_world,uniform,2213788,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8828303694757611
2195,small_world,uniform,2214797,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8850428161024487
2196,small_world,uniform,2215806,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8848470517146843
2197,small_world,uniform,2216815,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8795895729356645
2198,small_world,uniform,2217824,100,300,0.03,3,0.45,0.1,50,1.5,0.07,4,0.780175821246418
2199,small_world,uniform,2218833,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.866573612908368
2200,small_world,uniform,2219842,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8830040881988411
2201,small_world,uniform,2220851,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8366719152194905
2202,small_world,uniform,2221860,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.879140469435029
2203,small_world,uniform,2222869,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8816667104212469
2204,small_world,uniform,2223878,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8836604671468554
2205,small_world,uniform,2224887,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8730025595576092
2206,small_world,uniform,2225896,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8825721443849475
2207,small_world,uniform,2226905,100,300,0.03,3,0.45,0.1,50,1.5,0.06,3,0.8023729500666898
2208,small_world,uniform,2227914,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8666454003311115
2209,small_world,uniform,2228923,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8764071209647445
2210,small_world,uniform,2229932,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8691731855060759
2211,small_world,uniform,2230941,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.87885007981211
2212,small_world,uniform,2231950,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8766926393070215
2213,small_world,uniform,2232959,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8278671595136042
2214,small_world,uniform,2233968,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8736572768092367
2215,small_world,uniform,2234977,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8855884946196901
2216,small_world,uniform,2235986,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8723844521736595
2217,small_world,uniform,2236995,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8509685551574897
2218,small_world,uniform,2238004,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8587379098303434
2219,small_world,uniform,2239013,100,300,0.03,3,0.45,0.1,50,1.5,0.05,2,0.8264683635559454
2220,small_world,uniform,2240022,100,300,0.03,3,0.45,0.1,50,1.5,0.06,2,0.8176711345521097
2221,small_world,uniform,2241031,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8692866277772358
2222,small_world,uniform,2242040,100,300,0.03,3,0.45,0.1,50,1.5,0.08,3,0.7991189454668948
2223,small_world,uniform,2243049,100,300,0.03,3,0.45,0.1,50,1.5,0.08,3,0.7951785119639823
2224,small_world,uniform,2244058,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.884445907952828
2225,small_world,uniform,2245067,100,300,0.03,3,0.45,0.1,50,1.5,0.08,5,0.792039461471288
2226,small_world,uniform,2246076,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8558719616991998
2227,small_world,uniform,2247085,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8906019892112799
2228,small_world,uniform,2248094,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8799496173204224
2229,small_world,uniform,2249103,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8917953898492906
2230,small_world,uniform,2250112,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8716666140511614
2231,small_world,uniform,2251121,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8804836540478002
2232,small_world,uniform,2252130,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8805475109238161
2233,small_world,uniform,2253139,100,300,0.03,3,0.45,0.1,50,1.5,0.14,5,0.7136552540258398
2234,small_world,uniform,2254148,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8810535592794463
2235,small_world,uniform,2255157,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8778692835205182
2236,small_world,uniform,2256166,100,300,0.03,3,0.45,0.1,50,1.5,0.06,2,0.8075081518238305
2237,small_world,uniform,2257175,100,300,0.03,3,0.45,0.1,50,1.5,0.1,7,0.7554588930723365
2238,small_world,uniform,2258184,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8500067031948763
2239,small_world,uniform,2259193,100,300,0.03,3,0.45,0.1,50,1.5,0.09,4,0.7997352844491651
2240,small_world,uniform,2260202,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8843517147489554
2241,small_world,uniform,2261211,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8909477286077678
2242,small_world,uniform,2262220,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8786632148495656
2243,small_world,uniform,2263229,100,300,0.03,3,0.45,0.1,50,1.5,0.13,7,0.7507243969008282
2244,small_world,uniform,2264238,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8843191612814789
2245,small_world,uniform,2265247,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8707902454283443
2246,small_world,uniform,2266256,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8890462631679317
2247,small_world,uniform,2267265,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8577778945359911
2248,small_world,uniform,2268274,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8770240029849274
2249,small_world,uniform,2269283,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8878570647128609
2250,small_world,uniform,2270292,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8811472106981618
2251,small_world,uniform,2271301,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8734648636842788
2252,small_world,uniform,2272310,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8700439495310871
2253,small_world,uniform,2273319,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8819289393885255
2254,small_world,uniform,2274328,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8813180383694855
2255,small_world,uniform,2275337,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8841918542855656
2256,small_world,uniform,2276346,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8665465180395657
2257,small_world,uniform,2277355,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8717415166814303
2258,small_world,uniform,2278364,100,300,0.03,3,0.45,0.1,50,1.5,0.09,4,0.7615537631433991
2259,small_world,uniform,2279373,100,300,0.03,3,0.45,0.1,50,1.5,0.05,2,0.8560941589808073
2260,small_world,uniform,2280382,100,300,0.03,3,0.45,0.1,50,1.5,0.07,3,0.815720049816361
2261,small_world,uniform,2281391,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8894712606474965
2262,small_world,uniform,2282400,100,300,0.03,3,0.45,0.1,50,1.5,0.06,3,0.8389647111371785
2263,small_world,uniform,2283409,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8812515177816338
2264,small_world,uniform,2284418,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8723567279478409
2265,small_world,uniform,2285427,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8730240480227183
2266,small_world,uniform,2286436,100,300,0.03,3,0.45,0.1,50,1.5,0.09,4,0.7851550864960245
2267,small_world,uniform,2287445,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8521845718018578
2268,small_world,uniform,2288454,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8497825769144102
2269,small_world,uniform,2289463,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8904094127517852
2270,small_world,uniform,2290472,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8816351150658599
2271,small_world,uniform,2291481,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8879873080897142
2272,small_world,uniform,2292490,100,300,0.03,3,0.45,0.1,50,1.5,0.18,9,0.6620995900743805
2273,small_world,uniform,2293499,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8883908185315369
2274,small_world,uniform,2294508,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8761940589695284
2275,small_world,uniform,2295517,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.887189372787001
2276,small_world,uniform,2296526,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8819098215342801
2277,small_world,uniform,2297535,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.877227915192356
2278,small_world,uniform,2298544,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8824837360978557
2279,small_world,uniform,2299553,100,300,0.03,3,0.45,0.1,50,1.5,0.05,2,0.8209594171306308
2280,small_world,uniform,2300562,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8766000652471223
2281,small_world,uniform,2301571,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8797358900807712
2282,small_world,uniform,2302580,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8761772900809903
2283,small_world,uniform,2303589,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.893284886017129
2284,small_world,uniform,2304598,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8799708061628816
2285,small_world,uniform,2305607,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8792634945171568
2286,small_world,uniform,2306616,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8783682907170187
2287,small_world,uniform,2307625,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8730916730600567
2288,small_world,uniform,2308634,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.876488678071286
2289,small_world,uniform,2309643,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8777405890692161
2290,small_world,uniform,2310652,100,300,0.03,3,0.45,0.1,50,1.5,0.05,1,0.8124646073110032
2291,small_world,uniform,2311661,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8568036010165989
2292,small_world,uniform,2312670,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8626261706258939
2293,small_world,uniform,2313679,100,300,0.03,3,0.45,0.1,50,1.5,0.07,4,0.8193770106859595
2294,small_world,uniform,2314688,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8815992369907798
2295,small_world,uniform,2315697,100,300,0.03,3,0.45,0.1,50,1.5,0.09,5,0.7717466273966234
2296,small_world,uniform,2316706,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8782355784978614
2297,small_world,uniform,2317715,100,300,0.03,3,0.45,0.1,50,1.5,0.06,2,0.8080323384885609
2298,small_world,uniform,2318724,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8806023722891984
2299,small_world,uniform,2319733,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.877940603056408
2300,small_world,uniform,2320742,100,300,0.03,3,0.45,0.1,50,1.5,0.09,5,0.736044000280051
2301,small_world,uniform,2321751,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8822622427029387
2302,small_world,uniform,2322760,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8879521561107003
2303,small_world,uniform,2323769,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.881603807355981
2304,small_world,uniform,2324778,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8782520731454
2305,small_world,uniform,2325787,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.880388098226693
2306,small_world,uniform,2326796,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8736729142448694
2307,small_world,uniform,2327805,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8683148430710687
2308,small_world,uniform,2328814,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8406969052641563
2309,small_world,uniform,2329823,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.870925460268905
2310,small_world,uniform,2330832,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8812162008370256
2311,small_world,uniform,2331841,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8822108668219536
2312,small_world,uniform,2332850,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.867200499286048
2313,small_world,uniform,2333859,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8789618800527645
2314,small_world,uniform,2334868,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8823891458151654
2315,small_world,uniform,2335877,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8892196098753908
2316,small_world,uniform,2336886,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8876480114281161
2317,small_world,uniform,2337895,100,300,0.03,3,0.45,0.1,50,1.5,0.07,3,0.7965749023619524
2318,small_world,uniform,2338904,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8853944266489997
2319,small_world,uniform,2339913,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.855203412561434
2320,small_world,uniform,2340922,100,300,0.03,3,0.45,0.1,50,1.5,0.16,8,0.7071005996467769
2321,small_world,uniform,2341931,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.878033748866106
2322,small_world,uniform,2342940,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.865486886701037
2323,small_world,uniform,2343949,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8916621325547753
2324,small_world,uniform,2344958,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8905340169488136
2325,small_world,uniform,2345967,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8799536586850571
2326,small_world,uniform,2346976,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.882647626908463
2327,small_world,uniform,2347985,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8759755681542873
2328,small_world,uniform,2348994,100,300,0.03,3,0.45,0.1,50,1.5,0.06,3,0.8304889637475423
2329,small_world,uniform,2350003,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8833096808763949
2330,small_world,uniform,2351012,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8795610276459926
2331,small_world,uniform,2352021,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8802385651013823
2332,small_world,uniform,2353030,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8929833108065397
2333,small_world,uniform,2354039,100,300,0.03,3,0.45,0.1,50,1.5,0.06,2,0.7999905269831661
2334,small_world,uniform,2355048,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8717809996913253
2335,small_world,uniform,2356057,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8639669263989411
2336,small_world,uniform,2357066,100,300,0.03,3,0.45,0.1,50,1.5,0.05,2,0.8290200874101259
2337,small_world,uniform,2358075,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.877851140056843
2338,small_world,uniform,2359084,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8824823686008301
2339,small_world,uniform,2360093,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.885146870103194
2340,small_world,uniform,2361102,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8561831031606242
2341,small_world,uniform,2362111,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.880522162045667
2342,small_world,uniform,2363120,100,300,0.03,3,0.45,0.1,50,1.5,0.08,3,0.7837372092319416
2343,small_world,uniform,2364129,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8904142343368799
2344,small_world,uniform,2365138,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8839963605975845
2345,small_world,uniform,2366147,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8711949129863741
2346,small_world,uniform,2367156,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8789140856070159
2347,small_world,uniform,2368165,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8750244505568961
2348,small_world,uniform,2369174,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8730414910078449
2349,small_world,uniform,2370183,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8721795926663287
2350,small_world,uniform,2371192,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8678536446368018
2351,small_world,uniform,2372201,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8823597828682804
2352,small_world,uniform,2373210,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8684023846726429
2353,small_world,uniform,2374219,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8835838352608976
2354,small_world,uniform,2375228,100,300,0.03,3,0.45,0.1,50,1.5,0.18,8,0.6630705368486955
2355,small_world,uniform,2376237,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8778864928570242
2356,small_world,uniform,2377246,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8554610807343238
2357,small_world,uniform,2378255,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8757165402381362
2358,small_world,uniform,2379264,100,300,0.03,3,0.45,0.1,50,1.5,0.1,4,0.7242973869408522
2359,small_world,uniform,2380273,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8589376621558976
2360,small_world,uniform,2381282,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8826765902922389
2361,small_world,uniform,2382291,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.876045132828132
2362,small_world,uniform,2383300,100,300,0.03,3,0.45,0.1,50,1.5,0.11,4,0.7463757153378583
2363,small_world,uniform,2384309,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8540276971168425
2364,small_world,uniform,2385318,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8713478126041265
2365,small_world,uniform,2386327,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.87561261036391
2366,small_world,uniform,2387336,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8827857552518439
2367,small_world,uniform,2388345,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8891660770066622
2368,small_world,uniform,2389354,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8780512948194782
2369,small_world,uniform,2390363,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8780226289445029
2370,small_world,uniform,2391372,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8757981149617347
2371,small_world,uniform,2392381,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8776546896841392
2372,small_world,uniform,2393390,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.884827704948624
2373,small_world,uniform,2394399,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8854778150655379
2374,small_world,uniform,2395408,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8806421500311228
2375,small_world,uniform,2396417,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8934495745265864
2376,small_world,uniform,2397426,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8717158982990882
2377,small_world,uniform,2398435,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8788588216008629
2378,small_world,uniform,2399444,100,300,0.03,3,0.45,0.1,50,1.5,0.06,3,0.802155242839833
2379,small_world,uniform,2400453,100,300,0.03,3,0.45,0.1,50,1.5,0.05,2,0.8446598003441878
2380,small_world,uniform,2401462,100,300,0.03,3,0.45,0.1,50,1.5,0.08,3,0.7991475750966167
2381,small_world,uniform,2402471,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8844144461517874
2382,small_world,uniform,2403480,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.887037815916911
2383,small_world,uniform,2404489,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8572442397546642
2384,small_world,uniform,2405498,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8794230743716853
2385,small_world,uniform,2406507,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8811032873819815
2386,small_world,uniform,2407516,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8908098469777082
2387,small_world,uniform,2408525,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8930874162935725
2388,small_world,uniform,2409534,100,300,0.03,3,0.45,0.1,50,1.5,0.06,2,0.8031458292632485
2389,small_world,uniform,2410543,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8951121902095802
2390,small_world,uniform,2411552,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8729090872261146
2391,small_world,uniform,2412561,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8725732561512527
2392,small_world,uniform,2413570,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8789414018337997
2393,small_world,uniform,2414579,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8820558604118299
2394,small_world,uniform,2415588,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8925324840283969
2395,small_world,uniform,2416597,100,300,0.03,3,0.45,0.1,50,1.5,0.15,7,0.6874866665693591
2396,small_world,uniform,2417606,100,300,0.03,3,0.45,0.1,50,1.5,0.07,3,0.7816784619338746
2397,small_world,uniform,2418615,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8721833148770084
2398,small_world,uniform,2419624,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.879563495866838
2399,small_world,uniform,2420633,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8852633914642257
2400,small_world,uniform,2421642,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8704288266420218
2401,small_world,uniform,2422651,100,300,0.03,3,0.45,0.1,50,1.5,0.14,8,0.6662286070784894
2402,small_world,uniform,2423660,100,300,0.03,3,0.45,0.1,50,1.5,0.06,2,0.8491919936471862
2403,small_world,uniform,2424669,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8816956504400207
2404,small_world,uniform,2425678,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8805972315043635
2405,small_world,uniform,2426687,100,300,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8541448972224773
2406,small_world,uniform,2427696,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.888205475635652
2407,small_world,uniform,2428705,100,300,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8784558370553995
