run_id,kind,weight_type,targeting,rng_seed,n,edges,seed_frac,seed_count,theta_mean,theta_sd,max_steps,final_adoption,steps_to_converge,xi_d_1,xi_a_1.5
137,random,uniform,degree,138275,500,1560,0.03,15,0.45,0.1,50,0.05,2,0.66,0.6328521683013704
138,random,uniform,degree,139284,500,1510,0.03,15,0.45,0.1,50,0.038,2,0.668,0.6791267827280678
139,random,uniform,degree,140293,500,1516,0.03,15,0.45,0.1,50,0.042,2,0.65,0.6503894831050044
140,random,uniform,degree,141302,500,1517,0.03,15,0.45,0.1,50,0.044,1,0.664,0.6613267924941192
141,random,uniform,degree,142311,500,1597,0.03,15,0.45,0.1,50,0.044,1,0.656,0.6369402453646553
142,random,uniform,degree,143320,500,1469,0.03,15,0.45,0.1,50,0.05,2,0.656,0.6360189742342861
143,random,uniform,degree,144329,500,1507,0.03,15,0.45,0.1,50,0.044,2,0.658,0.6467055680170067
144,random,uniform,degree,145338,500,1463,0.03,15,0.45,0.1,50,0.052,2,0.652,0.6334034513766733
145,random,uniform,degree,146347,500,1476,0.03,15,0.45,0.1,50,0.048,2,0.66,0.6395945144154486
146,random,uniform,degree,147356,500,1529,0.03,15,0.45,0.1,50,0.038,1,0.686,0.6736426749168845
147,random,uniform,degree,148365,500,1488,0.03,15,0.45,0.1,50,0.036,1,0.674,0.6823131995341519
148,random,uniform,degree,149374,500,1492,0.03,15,0.45,0.1,50,0.048,1,0.64,0.6318053490791877
149,random,uniform,degree,150383,500,1570,0.03,15,0.45,0.1,50,0.046,1,0.638,0.6229089127491909
150,random,uniform,degree,151392,500,1534,0.03,15,0.45,0.1,50,0.048,1,0.66,0.6466102450726193
151,random,uniform,degree,152401,500,1536,0.03,15,0.45,0.1,50,0.042,2,0.65,0.6521078313336027
152,random,uniform,degree,153410,500,1536,0.03,15,0.45,0.1,50,0.048,1,0.66,0.6313347563520758
153,random,uniform,degree,154419,500,1488,0.03,15,0.45,0.1,50,0.048,2,0.658,0.6454062779416508
154,random,uniform,degree,155428,500,1470,0.03,15,0.45,0.1,50,0.038,1,0.686,0.6854865739035695
155,random,uniform,degree,156437,500,1463,0.03,15,0.45,0.1,50,0.056,2,0.66,0.6246111188346617
156,random,uniform,degree,157446,500,1497,0.03,15,0.45,0.1,50,0.056,3,0.626,0.5897902282807553
157,random,uniform,degree,158455,500,1521,0.03,15,0.45,0.1,50,0.032,1,0.672,0.7006887579334842
158,random,uniform,degree,159464,500,1456,0.03,15,0.45,0.1,50,0.04,2,0.656,0.681366636287219
159,random,uniform,degree,160473,500,1508,0.03,15,0.45,0.1,50,0.042,1,0.696,0.6797866388742377
160,random,uniform,degree,161482,500,1519,0.03,15,0.45,0.1,50,0.05,2,0.636,0.6246525299119573
181,random,uniform,degree,182671,500,1491,0.03,15,0.45,0.1,50,0.048,1,0.642,0.6394346190564753
182,random,uniform,degree,183680,500,1532,0.03,15,0.45,0.1,50,0.032,1,0.686,0.7060141591956607
183,random,uniform,degree,184689,500,1562,0.03,15,0.45,0.1,50,0.042,1,0.656,0.662902568692323
184,random,uniform,degree,185698,500,1479,0.03,15,0.45,0.1,50,0.044,2,0.658,0.6654916746766049
185,random,uniform,degree,186707,500,1512,0.03,15,0.45,0.1,50,0.04,1,0.64,0.6497068888289843
186,random,uniform,degree,187716,500,1452,0.03,15,0.45,0.1,50,0.05,2,0.664,0.6595907018958341
187,random,uniform,degree,188725,500,1523,0.03,15,0.45,0.1,50,0.044,3,0.66,0.6437131169370578
188,random,uniform,degree,189734,500,1417,0.03,15,0.45,0.1,50,0.056,2,0.648,0.6165942881809591
189,random,uniform,degree,190743,500,1478,0.03,15,0.45,0.1,50,0.046,1,0.66,0.6478767625354306
190,random,uniform,degree,191752,500,1489,0.03,15,0.45,0.1,50,0.04,2,0.678,0.6803418473783457
191,random,uniform,degree,192761,500,1511,0.03,15,0.45,0.1,50,0.048,2,0.646,0.6284751228477311
192,random,uniform,degree,193770,500,1496,0.03,15,0.45,0.1,50,0.046,2,0.652,0.6581062806690197
193,random,uniform,degree,194779,500,1508,0.03,15,0.45,0.1,50,0.054,2,0.626,0.5988168061712329
194,random,uniform,degree,195788,500,1543,0.03,15,0.45,0.1,50,0.038,1,0.654,0.6555682299884491
195,random,uniform,degree,196797,500,1584,0.03,15,0.45,0.1,50,0.042,2,0.658,0.6417681281625056
196,random,uniform,degree,197806,500,1525,0.03,15,0.45,0.1,50,0.044,1,0.64,0.6413689466018829
197,random,uniform,degree,198815,500,1501,0.03,15,0.45,0.1,50,0.046,2,0.67,0.6512212361071849
198,random,uniform,degree,199824,500,1552,0.03,15,0.45,0.1,50,0.05,2,0.646,0.6181059192230415
199,random,uniform,degree,200833,500,1540,0.03,15,0.45,0.1,50,0.048,2,0.656,0.6204550481346597
200,random,uniform,degree,201842,500,1572,0.03,15,0.45,0.1,50,0.054,1,0.644,0.577748452237565
161,random,uniform,degree,162491,500,1491,0.03,15,0.45,0.1,50,0.048,1,0.64,0.624093397606525
162,random,uniform,degree,163500,500,1473,0.03,15,0.45,0.1,50,0.056,4,0.628,0.6070816472827569
163,random,uniform,degree,164509,500,1595,0.03,15,0.45,0.1,50,0.05,2,0.632,0.6195359232025722
164,random,uniform,degree,165518,500,1526,0.03,15,0.45,0.1,50,0.062,1,0.67,0.5812135515372447
165,random,uniform,degree,166527,500,1500,0.03,15,0.45,0.1,50,0.042,2,0.674,0.6584808897368098
166,random,uniform,degree,167536,500,1478,0.03,15,0.45,0.1,50,0.058,3,0.644,0.5887019485281153
167,random,uniform,degree,168545,500,1460,0.03,15,0.45,0.1,50,0.058,2,0.626,0.5868432388179923
168,random,uniform,degree,169554,500,1522,0.03,15,0.45,0.1,50,0.054,2,0.644,0.5921132127992442
169,random,uniform,degree,170563,500,1575,0.03,15,0.45,0.1,50,0.048,1,0.628,0.613042813432904
170,random,uniform,degree,171572,500,1558,0.03,15,0.45,0.1,50,0.048,2,0.638,0.6220706937209727
171,random,uniform,degree,172581,500,1528,0.03,15,0.45,0.1,50,0.046,1,0.648,0.6304987227494097
172,random,uniform,degree,173590,500,1493,0.03,15,0.45,0.1,50,0.044,2,0.666,0.650276496455502
173,random,uniform,degree,174599,500,1515,0.03,15,0.45,0.1,50,0.04,1,0.638,0.6626480131524535
174,random,uniform,degree,175608,500,1479,0.03,15,0.45,0.1,50,0.046,1,0.668,0.6644651896260753
175,random,uniform,degree,176617,500,1504,0.03,15,0.45,0.1,50,0.048,1,0.626,0.6279719823238644
176,random,uniform,degree,177626,500,1534,0.03,15,0.45,0.1,50,0.052,3,0.638,0.6143412045815397
177,random,uniform,degree,178635,500,1502,0.03,15,0.45,0.1,50,0.048,2,0.652,0.641059013473567
178,random,uniform,degree,179644,500,1502,0.03,15,0.45,0.1,50,0.048,1,0.666,0.6326041953201473
179,random,uniform,degree,180653,500,1561,0.03,15,0.45,0.1,50,0.046,2,0.644,0.6164473672720404
180,random,uniform,degree,181662,500,1529,0.03,15,0.45,0.1,50,0.034,1,0.67,0.6918383683119449
101,random,uniform,degree,101951,500,1521,0.03,15,0.45,0.1,50,0.052,2,0.65,0.6193949202263022
102,random,uniform,degree,102960,500,1510,0.03,15,0.45,0.1,50,0.046,2,0.646,0.6314350269866676
103,random,uniform,degree,103969,500,1456,0.03,15,0.45,0.1,50,0.048,2,0.65,0.6451827029289771
104,random,uniform,degree,104978,500,1553,0.03,15,0.45,0.1,50,0.058,2,0.648,0.6102504867082122
105,random,uniform,degree,105987,500,1490,0.03,15,0.45,0.1,50,0.054,3,0.63,0.6111690365330037
106,random,uniform,degree,106996,500,1515,0.03,15,0.45,0.1,50,0.048,2,0.634,0.6249867722409693
107,random,uniform,degree,108005,500,1511,0.03,15,0.45,0.1,50,0.058,3,0.646,0.590414028524002
108,random,uniform,degree,109014,500,1518,0.03,15,0.45,0.1,50,0.042,1,0.668,0.6737370340289119
109,random,uniform,degree,110023,500,1546,0.03,15,0.45,0.1,50,0.04,1,0.644,0.6463991819324636
110,random,uniform,degree,111032,500,1493,0.03,15,0.45,0.1,50,0.068,2,0.61,0.5590203716710987
111,random,uniform,degree,112041,500,1540,0.03,15,0.45,0.1,50,0.042,2,0.656,0.6539312757493967
112,random,uniform,degree,113050,500,1510,0.03,15,0.45,0.1,50,0.048,2,0.634,0.6342526751842529
113,random,uniform,degree,114059,500,1431,0.03,15,0.45,0.1,50,0.05,2,0.632,0.6368557847657227
114,random,uniform,degree,115068,500,1551,0.03,15,0.45,0.1,50,0.05,2,0.644,0.6233173072789715
115,random,uniform,degree,116077,500,1469,0.03,15,0.45,0.1,50,0.052,1,0.662,0.6414987569374884
116,random,uniform,degree,117086,500,1619,0.03,15,0.45,0.1,50,0.032,1,0.66,0.6840776898263506
117,random,uniform,degree,118095,500,1514,0.03,15,0.45,0.1,50,0.042,1,0.652,0.6574535932571267
118,random,uniform,degree,119104,500,1469,0.03,15,0.45,0.1,50,0.052,2,0.64,0.6292120838732779
119,random,uniform,degree,120113,500,1500,0.03,15,0.45,0.1,50,0.054,2,0.616,0.6001259830561207
120,random,uniform,degree,121122,500,1457,0.03,15,0.45,0.1,50,0.038,1,0.678,0.6721298588431414
61,random,uniform,degree,61591,500,1490,0.03,15,0.45,0.1,50,0.048,1,0.644,0.6455341336073049
62,random,uniform,degree,62600,500,1509,0.03,15,0.45,0.1,50,0.046,1,0.638,0.6457310640109439
63,random,uniform,degree,63609,500,1554,0.03,15,0.45,0.1,50,0.038,2,0.656,0.6691404942030016
64,random,uniform,degree,64618,500,1475,0.03,15,0.45,0.1,50,0.042,1,0.658,0.6532552519138801
65,random,uniform,degree,65627,500,1541,0.03,15,0.45,0.1,50,0.044,2,0.654,0.6457257476848037
66,random,uniform,degree,66636,500,1420,0.03,15,0.45,0.1,50,0.054,3,0.69,0.6647613573751163
67,random,uniform,degree,67645,500,1476,0.03,15,0.45,0.1,50,0.05,3,0.654,0.6462037434278549
68,random,uniform,degree,68654,500,1563,0.03,15,0.45,0.1,50,0.058,2,0.616,0.558408185853996
69,random,uniform,degree,69663,500,1575,0.03,15,0.45,0.1,50,0.04,1,0.65,0.6478573145597413
70,random,uniform,degree,70672,500,1416,0.03,15,0.45,0.1,50,0.058,3,0.648,0.6231782398096186
71,random,uniform,degree,71681,500,1536,0.03,15,0.45,0.1,50,0.048,2,0.646,0.6258049541126709
72,random,uniform,degree,72690,500,1548,0.03,15,0.45,0.1,50,0.05,2,0.604,0.5928554333974373
73,random,uniform,degree,73699,500,1491,0.03,15,0.45,0.1,50,0.038,2,0.66,0.6724304121911545
74,random,uniform,degree,74708,500,1500,0.03,15,0.45,0.1,50,0.04,1,0.676,0.6627582226690721
75,random,uniform,degree,75717,500,1499,0.03,15,0.45,0.1,50,0.054,3,0.648,0.6063300966066077
76,random,uniform,degree,76726,500,1491,0.03,15,0.45,0.1,50,0.052,4,0.674,0.6495270588049383
77,random,uniform,degree,77735,500,1470,0.03,15,0.45,0.1,50,0.048,3,0.654,0.6544008498656985
78,random,uniform,degree,78744,500,1496,0.03,15,0.45,0.1,50,0.04,1,0.692,0.6791310138342017
79,random,uniform,degree,79753,500,1499,0.03,15,0.45,0.1,50,0.046,2,0.656,0.6488545728876358
80,random,uniform,degree,80762,500,1464,0.03,15,0.45,0.1,50,0.048,3,0.674,0.6506971065527565
201,scale_free,uniform,degree,202851,500,1491,0.03,15,0.45,0.1,50,0.25,9,0.218,0.012190414829906461
202,scale_free,uniform,degree,203860,500,1491,0.03,15,0.45,0.1,50,0.172,5,0.27,0.05364312675872567
203,scale_free,uniform,degree,204869,500,1491,0.03,15,0.45,0.1,50,1.0,34,0.0,0.0
204,scale_free,uniform,degree,205878,500,1491,0.03,15,0.45,0.1,50,0.244,10,0.218,0.012533640026631813
205,scale_free,uniform,degree,206887,500,1491,0.03,15,0.45,0.1,50,0.276,5,0.166,0.005368368796302344
206,scale_free,uniform,degree,207896,500,1491,0.03,15,0.45,0.1,50,0.218,6,0.242,0.018519419004952947
207,scale_free,uniform,degree,208905,500,1491,0.03,15,0.45,0.1,50,0.264,14,0.228,0.014071330348370627
208,scale_free,uniform,degree,209914,500,1491,0.03,15,0.45,0.1,50,0.224,6,0.232,0.016567620043835284
209,scale_free,uniform,degree,210923,500,1491,0.03,15,0.45,0.1,50,0.212,7,0.254,0.03269901965036785
210,scale_free,uniform,degree,211932,500,1491,0.03,15,0.45,0.1,50,1.0,24,0.0,0.0
211,scale_free,uniform,degree,212941,500,1491,0.03,15,0.45,0.1,50,1.0,24,0.0,0.0
212,scale_free,uniform,degree,213950,500,1491,0.03,15,0.45,0.1,50,0.334,13,0.16,0.002853091618343563
213,scale_free,uniform,degree,214959,500,1491,0.03,15,0.45,0.1,50,0.232,6,0.214,0.017305812387180194
214,scale_free,uniform,degree,215968,500,1491,0.03,15,0.45,0.1,50,0.424,14,0.112,0.0004292616780944336
215,scale_free,uniform,degree,216977,500,1491,0.03,15,0.45,0.1,50,0.266,13,0.236,0.011867598115958502
216,scale_free,uniform,degree,217986,500,1491,0.03,15,0.45,0.1,50,0.194,6,0.284,0.04314512436692165
217,scale_free,uniform,degree,218995,500,1491,0.03,15,0.45,0.1,50,0.208,8,0.256,0.026376043379165014
218,scale_free,uniform,degree,220004,500,1491,0.03,15,0.45,0.1,50,0.206,5,0.238,0.028439646823592218
219,scale_free,uniform,degree,221013,500,1491,0.03,15,0.45,0.1,50,0.276,12,0.204,0.0074865306463069575
220,scale_free,uniform,degree,222022,500,1491,0.03,15,0.45,0.1,50,0.304,13,0.194,0.005848524815848378
341,scale_free,uniform,degree,344111,500,1491,0.03,15,0.45,0.1,50,0.308,18,0.174,0.004541091058772718
342,scale_free,uniform,degree,345120,500,1491,0.03,15,0.45,0.1,50,0.432,12,0.12,1.7938710520837285e-05
343,scale_free,uniform,degree,346129,500,1491,0.03,15,0.45,0.1,50,0.268,5,0.214,0.00969988439561624
344,scale_free,uniform,degree,347138,500,1491,0.03,15,0.45,0.1,50,0.36,15,0.164,0.0011724940982735302
345,scale_free,uniform,degree,348147,500,1491,0.03,15,0.45,0.1,50,0.284,6,0.21,0.007891971200289602
346,scale_free,uniform,degree,349156,500,1491,0.03,15,0.45,0.1,50,0.19,6,0.298,0.055776402051217124
347,scale_free,uniform,degree,350165,500,1491,0.03,15,0.45,0.1,50,0.326,8,0.184,0.0032485976950395756
348,scale_free,uniform,degree,351174,500,1491,0.03,15,0.45,0.1,50,0.318,10,0.15,0.005190387264187267
349,scale_free,uniform,degree,352183,500,1491,0.03,15,0.45,0.1,50,0.212,9,0.25,0.03638756237450222
350,scale_free,uniform,degree,353192,500,1491,0.03,15,0.45,0.1,50,0.218,8,0.21,0.01824514728244695
351,scale_free,uniform,degree,354201,500,1491,0.03,15,0.45,0.1,50,0.278,6,0.228,0.013195911480317742
352,scale_free,uniform,degree,355210,500,1491,0.03,15,0.45,0.1,50,0.164,4,0.278,0.06442684858726189
353,scale_free,uniform,degree,356219,500,1491,0.03,15,0.45,0.1,50,0.302,8,0.154,0.003239874569329049
354,scale_free,uniform,degree,357228,500,1491,0.03,15,0.45,0.1,50,0.302,6,0.15,0.0048842300857043774
355,scale_free,uniform,degree,358237,500,1491,0.03,15,0.45,0.1,50,0.438,20,0.116,0.0009713918625561935
356,scale_free,uniform,degree,359246,500,1491,0.03,15,0.45,0.1,50,1.0,25,0.0,0.0
357,scale_free,uniform,degree,360255,500,1491,0.03,15,0.45,0.1,50,0.336,16,0.168,0.001989055279424709
358,scale_free,uniform,degree,361264,500,1491,0.03,15,0.45,0.1,50,0.262,7,0.258,0.015439597151866461
359,scale_free,uniform,degree,362273,500,1491,0.03,15,0.45,0.1,50,0.192,5,0.262,0.04148856877824702
360,scale_free,uniform,degree,363282,500,1491,0.03,15,0.45,0.1,50,0.182,5,0.314,0.044381852176858985
281,scale_free,uniform,degree,283571,500,1491,0.03,15,0.45,0.1,50,0.174,5,0.262,0.050792160228249124
282,scale_free,uniform,degree,284580,500,1491,0.03,15,0.45,0.1,50,0.406,16,0.132,0.002103839550935928
283,scale_free,uniform,degree,285589,500,1491,0.03,15,0.45,0.1,50,0.262,9,0.26,0.01476207177502759
284,scale_free,uniform,degree,286598,500,1491,0.03,15,0.45,0.1,50,0.24,12,0.226,0.015698955750912978
285,scale_free,uniform,degree,287607,500,1491,0.03,15,0.45,0.1,50,1.0,17,0.0,0.0
286,scale_free,uniform,degree,288616,500,1491,0.03,15,0.45,0.1,50,0.17,6,0.31,0.06647980887228346
287,scale_free,uniform,degree,289625,500,1491,0.03,15,0.45,0.1,50,1.0,29,0.0,0.0
288,scale_free,uniform,degree,290634,500,1491,0.03,15,0.45,0.1,50,1.0,28,0.0,0.0
289,scale_free,uniform,degree,291643,500,1491,0.03,15,0.45,0.1,50,0.314,17,0.142,0.00486307520303601
290,scale_free,uniform,degree,292652,500,1491,0.03,15,0.45,0.1,50,0.33,15,0.138,0.0009247535839906389
291,scale_free,uniform,degree,293661,500,1491,0.03,15,0.45,0.1,50,0.308,9,0.158,0.0040813605936769635
292,scale_free,uniform,degree,294670,500,1491,0.03,15,0.45,0.1,50,0.268,7,0.206,0.0123134821471774
293,scale_free,uniform,degree,295679,500,1491,0.03,15,0.45,0.1,50,0.276,7,0.23,0.012579034302830255
